effect,term,estimate,std.error,statistic,df,p.value,conf.low,conf.high
fixed,(Intercept),4.041602031770737,0.15351054550211227,26.327846198130576,97.20390853191414,5.014647770933145e-46,3.7369341641156675,4.346269899425807
fixed,Change,-0.5262091043560652,0.025304820359998984,-20.794816832127328,11904.965762112246,2.2704782500705792e-94,-0.5758106838259285,-0.47660752488620184
fixed,MAIA_total_z,-0.1034842727521717,0.15149683883847473,-0.6830787595674269,94.96330039653778,0.4962202153456948,-0.40424502324869477,0.19727647774435136
fixed,Change2,0.7952602445492084,0.0805821963820949,9.868932348013196,11906.577890207149,6.948278277515777e-23,0.6373059850124096,0.9532145040860072
fixed,Change:MAIA_total_z,7.408486506411777e-4,0.025064900621845198,0.029557214760927257,11904.965762225771,0.9764206835169209,-0.048390448960306594,0.049872146261588944
