analysis,n_paired,mean_change,sd_change,t_paired,df_paired,p_paired,b_Groupvisual,se_Groupvisual,p_Groupvisual,M_change_breath,M_change_visual
E5: Awareness change ses1 to ses2,157,-0.008694168461313738,0.2185192168706805,-0.49852649180779324,156,0.618815171839274,0.0030366585286665877,0.0353725957715972,0.9316982229221442,-0.010434928127428316,-0.007398269598761775
