study,task_feature,questionnaire,n_s4,r_s4,t,p_s4,ci_lower,ci_upper,p_bh_s4,r_s5,p_s5,p_bh_s5,n_s5,same_direction,replicated,sig_s4,sig_s5
Study4,slope_hit_dec,MAIA_EmoAware,63,-0.07801203903553128,-0.6111560513855903,0.5433671045069729,-0.3195996405496246,0.1730987600871441,0.9903863843384291,0.0329895476858644,0.6593041393126446,0.962396519053323,181,FALSE,FALSE,FALSE,FALSE
Study4,slope_hit_acc,BARQ_total,63,0.0773511207869995,0.6059470356149488,0.5467981556397762,-0.1737436930708763,0.3190025016288387,0.9903863843384291,0.054386166378142524,0.4671278238743489,0.9294617953781013,181,TRUE,FALSE,FALSE,FALSE
Study4,slope_miss_overall,PHQ4_Depression,63,-0.07625925659197032,-0.5973432839341211,0.5524892073060244,-0.31801558304264604,0.17480867733427824,0.9903863843384291,-0.03862500072646868,0.6066992805409424,0.962396519053323,180,TRUE,FALSE,FALSE,FALSE
Study4,arousal_conf_r,MAIA_NotDistracting,61,-0.07573310179143604,-0.5833924230221627,0.5618527238254839,-0.3214239121146219,0.17951112358229335,0.9903863843384291,0.12157989987791652,0.11105752519796953,0.548237048417462,173,FALSE,FALSE,FALSE,FALSE
Study4,Awareness,SPANE_Pos,62,0.07454244168971558,0.5790141794359465,0.5647471035506836,-0.1785500653514306,0.3183828862130058,0.9903863843384291,0.045297223303101875,0.5448463933489203,0.9574311391542774,181,TRUE,FALSE,FALSE,FALSE
Study4,slope_miss_dec,BARQ_total,62,0.0739373598267996,0.5742882179928964,0.5679196828054454,-0.1791390396119166,0.317836020697995,0.9903863843384291,0.0445141005382813,0.5620309398164047,0.9574311391542774,172,TRUE,FALSE,FALSE,FALSE
Study4,Awareness,MAIA_AttentionReg,62,-0.07358114991246839,-0.571506356949938,0.5697912497636,-0.3175140066741457,0.17948568222012484,0.9903863843384291,-0.08038247741016269,0.2820681663237513,0.7791059902251557,181,TRUE,FALSE,FALSE,FALSE
Study4,conf_acc_r,SPANE_Neg,62,0.07267085009627587,0.564398265589855,0.5745870506934831,-0.18037124723619016,0.31669083929844005,0.9903863843384291,-0.022226589818349757,0.7664717189438786,0.962396519053323,181,FALSE,FALSE,FALSE,FALSE
Study4,mean_threshold,MAIA_Noticing,63,-0.0719662796778395,-0.5635358239308068,0.5751359320425691,-0.3141301434800616,0.17899028009456128,0.9903863843384291,0.022429853211295436,0.7643984649270881,0.962396519053323,181,FALSE,FALSE,FALSE,FALSE
Study4,conf_acc_r,MAIA_EmoAware,62,-0.07193296993254833,-0.5586375573781645,0.5784880884919117,-0.31602331800750944,0.18108877670137746,0.9903863843384291,-0.1745282222361642,0.01878180363523071,0.3097606162330427,181,TRUE,TRUE,FALSE,FALSE
Study4,slope_hit_overall,MAIA_NotWorrying,63,-0.07067214228696143,-0.5533506754462967,0.5820458395160756,-0.3129572665794872,0.18024906715451652,0.9903863843384291,-0.009889343279111276,0.8948822847405373,0.9886804325011017,181,TRUE,FALSE,FALSE,FALSE
Study4,arousal_conf_r,BIPS_total,61,-0.070750457414861,-0.5448098432729737,0.5879378061090885,-0.31692472839131847,0.18435482690750324,0.9903863843384291,-3.605984820997086e-4,0.9962431358547761,0.9962431358547761,173,TRUE,FALSE,FALSE,FALSE
Study4,arousal_salience_diff,PHQ4_Anxiety,63,0.0689427879831683,0.5397446476816261,0.591338109282541,-0.18192990085428393,0.31138879814852405,0.9903863843384291,-0.025334621528065402,0.7349597357253255,0.962396519053323,181,FALSE,FALSE,FALSE,FALSE
Study4,thresh_salience_diff,MAIA_Trusting,62,0.06941030436409701,0.538949746639931,0.5919157465386231,-0.18353983428333706,0.31373936859045143,0.9903863843384291,-0.00517655383398727,0.9448611691543096,0.9962431358547761,181,FALSE,FALSE,FALSE,FALSE
Study4,Awareness,BARQ_total,62,0.06869842262224789,0.533395855779433,0.5957300294036578,-0.18423094011210878,0.3130943392626328,0.9903863843384291,0.00549319803314544,0.9414942140282655,0.9962431358547761,181,TRUE,FALSE,FALSE,FALSE
Study4,thresh_salience_diff,BARQ_total,62,0.068639927191158,0.5329395282379749,0.5960439347370974,-0.18428771726570223,0.31304132707802745,0.9903863843384291,0.04101912350372421,0.5835110724769681,0.9574311391542774,181,TRUE,FALSE,FALSE,FALSE
Study4,thresh_direction_diff,SPANE_Pos,63,-0.06744736026786266,-0.5279830286456915,0.59942661373944806,-0.3100314277090739,0.1833821902165329,0.9903863843384291,0.06081236260227437,0.4160853694577161,0.8982160356547523,181,FALSE,FALSE,FALSE,FALSE
Study4,slope_hit_dec,MAIA_total,63,-0.06689233889464652,-0.5236186697168517,0.6024410090668183,-0.30952739391877904,0.1839209225327725,0.9903863843384291,0.025554176519684002,0.732749637305095,0.962396519053323,181,FALSE,FALSE,FALSE,FALSE
Study4,slope_hit_acc,PHQ4_Depression,63,-0.06478067361224855,-0.5070182135750346,0.6139700820704621,-0.30760847182377393,0.18596923721445827,0.9903863843384291,0.02935837086589941,0.6948183679403385,0.962396519053323,181,FALSE,FALSE,FALSE,FALSE
Study4,mean_threshold,MAIA_total,63,0.06306742165912292,0.4935548446722139,0.6233929812009043,-0.18762949118101888,0.3060501449847257,0.9903863843384291,0.09794205381269222,0.18962052635456733,0.6573561424781281,181,TRUE,FALSE,FALSE,FALSE
Study4,arousal_salience_diff,MAIA_BodyListen,63,0.062128482341958745,0.48617817760536985,0.6285829015846163,-0.18853877795450485,0.30519555892046785,0.9903863843384291,0.047833534870494486,0.5225353811868778,0.9574311391542774,181,TRUE,FALSE,FALSE,FALSE
Study4,Awareness,SPANE_Neg,62,0.061948392055719365,0.4807735773989734,0.6324259425229851,-0.19077156925896158,0.3069669750116156,0.9903863843384291,-0.058536806128380525,0.43377536482743906,0.921772650258308,181,FALSE,FALSE,FALSE,FALSE
Study4,thresh_direction_diff,SPANE_Neg,63,0.06023162182608492,0.47127964711241715,0.6391222419329909,-0.1903744236980505,0.30346791503379866,0.9903863843384291,0.0781476981566295,0.2957061078393934,0.7804933825129019,181,TRUE,FALSE,FALSE,FALSE
Study4,miss_rate,MAIA_BodyListen,63,0.059802466308522734,0.4679096433375176,0.6415167048283505,-0.190789486726675,0.30307682198800606,0.9903863843384291,0.04495886408080445,0.5478578973145458,0.9574311391542774,181,TRUE,FALSE,FALSE,FALSE
Study4,mean_arousal_overall,SPANE_Pos,63,0.058138102851344395,0.45484244220282943,0.6508372376591238,-0.19239834912120163,0.30155929795314085,0.9903863843384291,0.11840951639200233,0.11237892396151643,0.548237048417462,181,TRUE,FALSE,FALSE,FALSE
Study4,slope_hit_dec,SPANE_Pos,63,0.05671080372285778,0.44363950881041564,0.658872890671233,-0.1937769805824535,0.30025694006233533,0.9903863843384291,0.10530159649000315,0.15830403325956874,0.6228045960270737,181,TRUE,FALSE,FALSE,FALSE
Study4,mean_threshold,MAIA_NotDistracting,63,0.05636149135199697,0.44089815903260127,0.660845417780326,-0.19411423157118735,0.2999380670191558,0.9903863843384291,0.11135936142482726,0.1355803543254963,0.5796346843904803,181,TRUE,FALSE,FALSE,FALSE
Study4,slope_miss_dec,MAIA_NotWorrying,62,0.05671721266948389,0.4400379767043533,0.661490712631855,-0.19582507869899457,0.30220434144479014,0.9903863843384291,-0.04974012672411006,0.5169977786346817,0.9574311391542774,172,FALSE,FALSE,FALSE,FALSE
Study4,slope_miss_dec,SPANE_Neg,62,-0.05642536073535089,-0.43776640544814993,0.6631275202569296,-0.30193826863037587,0.19610662378719124,0.9903863843384291,0.021252808625126792,0.7819899012423299,0.962396519053323,172,FALSE,FALSE,FALSE,FALSE
Study4,slope_miss_overall,MAIA_BodyListen,63,0.05580522365641041,0.4365329905470845,0.6639913406689276,-0.19465116974860291,0.2994301605045139,0.9903863843384291,0.006742410390788505,0.9284225115086158,0.9962431358547761,180,TRUE,FALSE,FALSE,FALSE
Study4,slope_hit_acc,BIPS_total,63,0.055687952808344536,0.4356127897393712,0.6646552955559522,-0.1947643464457054,0.2993230674040611,0.9903863843384291,0.0562964317586792,0.4516055915793944,0.9294617953781013,181,TRUE,FALSE,FALSE,FALSE
Study4,conf_acc_r,SPANE_Pos,62,0.055782376761061035,0.43276226445707455,0.6667391261145117,-0.1967267536971709,0.30135194408449145,0.9903863843384291,-0.0478660484718319,0.5222524224002072,0.9574311391542774,181,FALSE,FALSE,FALSE,FALSE
Study4,thresh_direction_diff,MAIA_BodyListen,63,0.055093335212693224,0.43094722231939314,0.6680257956637906,-0.1953381021783949,0.2987799612225349,0.9903863843384291,0.1242213708453879,0.095691764010482,0.548237048417462,181,TRUE,FALSE,FALSE,FALSE
Study4,conf_acc_r,MAIA_AttentionReg,62,-0.05442771755475925,-0.4222211401486677,0.6743727774988808,-0.30011604869708275,0.19803260236569567,0.9903863843384291,-0.1548285516076629,0.03742107718120507,0.41953130748872874,181,TRUE,TRUE,FALSE,FALSE
Study4,Awareness,PHQ4_Depression,62,0.05380770187666092,0.4173973432733596,0.677877619625973,-0.1986299790914984,0.29955011489155314,0.9903863843384291,-0.056986199953490156,0.4460726581603929,0.9294617953781013,181,FALSE,FALSE,FALSE,FALSE
Study4,thresh_salience_diff,PHQ4_Depression,62,-0.05329290611140003,-0.41339253816429833,0.6807928475391369,-0.2990800915848726,0.19912583537105805,0.9903863843384291,-0.08345174223301981,0.2640373438301248,0.7791059902251557,181,TRUE,FALSE,FALSE,FALSE
Study4,conf_acc_r,PHQ4_Depression,62,0.05244682854756892,0.4068112740814587,0.6855941814831835,-0.1999405048149242,0.2983073393118425,0.9903863843384291,-0.04457712763162457,0.551265237733121,0.9574311391542774,181,FALSE,FALSE,FALSE,FALSE
Study4,Awareness,MAIA_Noticing,62,0.05225097175357948,0.40528791623179594,0.6867074072992806,-0.20012904127934694,0.2981284104888494,0.9903863843384291,-0.07999699750082119,0.2843898934650483,0.7791059902251557,181,FALSE,FALSE,FALSE,FALSE
Study4,slope_hit_overall,MAIA_SelfReg,63,-0.04962542502466484,-0.38806509488985336,0.699318854002462,-0.29377832263514697,0.20060614970436086,0.9903863843384291,-0.11538452332253214,0.12192211088929647,0.548237048417462,181,TRUE,FALSE,FALSE,FALSE
Study4,Awareness,MAIA_BodyListen,62,-0.050005891640814426,-0.38782917531161293,0.6995149798340833,-0.29607613840586544,0.2022888751771569,0.9903863843384291,-0.1890550268978032,0.010806888489522203,0.2565327730012103,181,TRUE,TRUE,FALSE,FALSE
Study4,arousal_salience_diff,PHQ4_Depression,63,-0.0494125359803511,-0.3863962436968037,0.7005477749233695,-0.2935833167558918,0.20081096497584927,0.9903863843384291,-0.0676160337981053,0.36577597324226874,0.8280804010889147,181,TRUE,FALSE,FALSE,FALSE
Study4,thresh_salience_diff,MAIA_AttentionReg,62,-0.049087649829890175,-0.3806902323086392,0.7047776527785543,-0.2952361002649526,0.20317154451619138,0.9903863843384291,0.01751982897903668,0.8149149798994788,0.9698366158213383,181,FALSE,FALSE,FALSE,FALSE
Study4,conf_acc_r,MAIA_Noticing,62,0.04891679739104812,0.37936203393552353,0.7057583812053028,-0.2033357329441112,0.29507975676881315,0.9903863843384291,-0.1755887351591643,0.018062343384212896,0.3097606162330427,181,FALSE,FALSE,FALSE,FALSE
Study4,arousal_salience_diff,MAIA_NotWorrying,63,-0.04674810095616081,-0.3655139531332816,0.7159922240400267,-0.2911409803537689,0.20337250300100435,0.9903863843384291,-0.1055418346003157,0.15735155843221632,0.6228045960270737,181,TRUE,FALSE,FALSE,FALSE
Study4,slope_miss_acc,PHQ4_Anxiety,58,0.04793730606753289,0.359142840525775,0.7208388848278686,-0.21299578336917369,0.30248767742854094,0.9903863843384291,-0.10181276292331429,0.18646212617307223,0.6573561424781281,170,FALSE,FALSE,FALSE,FALSE
Study4,mean_threshold,PHQ4_Depression,63,0.045280098828107594,0.3540119765458534,0.7245506699854598,-0.20478235140732906,0.2897939836261083,0.9903863843384291,0.0825928499114058,0.26900167347784093,0.7791059902251557,181,TRUE,FALSE,FALSE,FALSE
Study4,slope_miss_acc,MAIA_total,58,-0.04708399945863467,-0.35273559598530496,0.7256108952118514,-0.3017104925747952,0.21381207191089516,0.9903863843384291,0.02492032262114886,0.7470178016315902,0.962396519053323,170,FALSE,FALSE,FALSE,FALSE
Study4,miss_rate,MAIA_NotDistracting,63,0.044276819663226864,0.3461524879154648,0.7304192275200638,-0.20574528996268016,0.28887284583354017,0.9903863843384291,0.15923740931815056,0.032261202871734174,0.40642194752323313,181,TRUE,TRUE,FALSE,FALSE
Study4,miss_rate,SPANE_Pos,63,0.04396575461941576,0.34371588072100245,0.732241912506699,-0.20604374917173857,0.2885871565840723,0.9903863843384291,-0.10263314656032418,0.1691764382581203,0.6481125522001228,181,FALSE,FALSE,FALSE,FALSE
Study4,thresh_direction_diff,PHQ4_Anxiety,63,-0.04330143836249484,-0.3385125518217323,0.7361393963264111,-0.2879768874619938,0.20668098846815117,0.9903863843384291,0.0419400022161023,0.5750821123832928,0.9574311391542774,181,FALSE,FALSE,FALSE,FALSE
Study4,miss_rate,MAIA_SelfReg,63,-0.04307010854699847,-0.3367007419889913,0.7374981492034005,-0.287764331410666,0.20690283970575107,0.9903863843384291,0.026818719761704073,0.7200636556001359,0.962396519053323,181,FALSE,FALSE,FALSE,FALSE
Study4,thresh_salience_diff,BIPS_total,62,0.04342135276281859,0.3366578716862204,0.7375495222651395,-0.2086092745213439,0.2900439495803618,0.9903863843384291,0.008961698212929912,0.9046935362644893,0.9919155043727604,181,TRUE,FALSE,FALSE,FALSE
Study4,arousal_conf_r,SPANE_Neg,61,-0.04131682659994702,-0.317631794221818,0.7518856874651024,-0.29011904123723703,0.21271711352556832,0.9903863843384291,-0.02600287826304156,0.7341634702131101,0.962396519053323,173,TRUE,FALSE,FALSE,FALSE
Study4,slope_miss_acc,BARQ_total,58,-0.04176678076782443,-0.3128269443324051,0.7555741969562841,-0.2968599758984936,0.21889042406124054,0.9903863843384291,0.015149145929780576,0.8445517354256347,0.9784491404298497,170,FALSE,FALSE,FALSE,FALSE
Study4,miss_rate,MAIA_total,63,0.039939583521049954,0.31218721451940895,0.7559629139987986,-0.20990256793024542,0.2848854942805896,0.9903863843384291,0.05428746516591872,0.4679377315667941,0.9294617953781013,181,TRUE,FALSE,FALSE,FALSE
Study4,thresh_direction_diff,BIPS_total,63,-0.03894138034818894,-0.3043727709692227,0.7618798705616361,-0.28396661458151107,0.21085807708398918,0.9903863843384291,0.03182672571777232,0.670598993844074,0.962396519053323,181,FALSE,FALSE,FALSE,FALSE
Study4,mean_threshold,MAIA_NotWorrying,63,-0.03888012779208296,-0.3038932846777893,0.7622433979893107,-0.28391021487737533,0.2109166942743542,0.9903863843384291,-0.052645325712072075,0.4815251140499497,0.940015724405592,181,TRUE,FALSE,FALSE,FALSE
Study4,slope_miss_dec,PHQ4_Depression,62,-0.03816492607546829,-0.2958397791403152,0.7683739273862057,-0.28521435573324205,0.21363977319415042,0.9903863843384291,0.13979215594442643,0.06740266354982472,0.548237048417462,172,FALSE,FALSE,FALSE,FALSE
Study4,slope_hit_dec,MAIA_BodyListen,63,0.03776108851906553,0.2951340202004858,0.7688937077167304,-0.2119872712239682,0.2828795351238219,0.9903863843384291,-0.002361556614188962,0.9748297841719301,0.9962431358547761,181,FALSE,FALSE,FALSE,FALSE
Study4,Awareness,MAIA_total,62,-0.037802883624795315,-0.2930293302475357,0.7705108133452945,-0.28488124944897336,0.21398576373506925,0.9903863843384291,-0.15302196051432285,0.03972810028456627,0.41953130748872874,181,TRUE,TRUE,FALSE,FALSE
Study4,mean_Confidence,PHQ4_Anxiety,63,-0.03716966816754162,-0.2905051367787384,0.7724151880562519,-0.282334584675393,0.21255283687337512,0.9903863843384291,0.011594850465589765,0.8768865713126224,0.9827671204101989,181,FALSE,FALSE,FALSE,FALSE
Study4,slope_hit_dec,MAIA_Trusting,63,-0.036338963131839146,-0.2840039534535663,0.777369148981429,-0.28156888365584887,0.21334694412033414,0.9903863843384291,0.07589306222042166,0.30990178423306397,0.7804933825129019,181,FALSE,FALSE,FALSE,FALSE
Study4,mean_arousal_overall,PHQ4_Anxiety,63,-0.03555527471649791,-0.2778712676868457,0.7820508327346402,-0.2808462337146465,0.21409580380443213,0.9903863843384291,-0.12119113810200208,0.10412851114754244,0.548237048417462,181,TRUE,FALSE,FALSE,FALSE
Study4,slope_miss_acc,MAIA_Noticing,58,-0.03704687472490424,-0.27742386840652483,0.7824762433856653,-0.2925432878975397,0.223386496981985,0.9903863843384291,0.0172179991976071,0.8236480082894453,0.9698366158213383,170,FALSE,FALSE,FALSE,FALSE
Study4,miss_rate,MAIA_Trusting,63,-0.03543519784341854,-0.2769316621553814,0.7827688464596427,-0.28073548458920144,0.2142105182929435,0.9903863843384291,-0.12715655675180607,0.08804613922800766,0.548237048417462,181,TRUE,FALSE,FALSE,FALSE
Study4,mean_arousal_overall,BIPS_total,63,-0.034718387090841504,-0.271322842549141,0.7870588356445004,-0.2800742208306435,0.2148951745350332,0.9903863843384291,-0.05264778697287954,0.48150459105035903,0.940015724405592,181,TRUE,FALSE,FALSE,FALSE
Study4,slope_hit_dec,PHQ4_Anxiety,63,-0.034581712139621905,-0.27025345172380777,0.7878775318675029,-0.27994811063909775,0.2150256907128835,0.9903863843384291,0.021336275577673838,0.7755721488756713,0.962396519053323,181,FALSE,FALSE,FALSE,FALSE
Study4,slope_miss_acc,MAIA_Trusting,58,0.035252300609434635,0.26396813280079595,0.7927734734961263,-0.22509306372900245,0.29089928613049604,0.9903863843384291,0.022099554374603248,0.7748383123930613,0.962396519053323,170,TRUE,FALSE,FALSE,FALSE
Study4,arousal_salience_diff,BARQ_total,63,-0.03373454438408288,-0.2636252623868348,0.7929572164484344,-0.27916623865919854,0.21583448498546673,0.9903863843384291,0.04213917693302737,0.5732665686160017,0.9574311391542774,181,FALSE,FALSE,FALSE,FALSE
Study4,mean_arousal_overall,BARQ_total,63,0.03315908075778044,0.2591231950903479,0.7964126487624399,-0.2163836870395292,0.27863494343074136,0.9903863843384291,-0.08162096646530242,0.2746952577760683,0.7791059902251557,181,FALSE,FALSE,FALSE,FALSE
Study4,slope_hit_dec,BIPS_total,63,0.033151667430096954,0.25906519954658563,0.7964571884326774,-0.2163907610260611,0.27862809811573,0.9903863843384291,0.04794601150182567,0.5215568539319135,0.9574311391542774,181,TRUE,FALSE,FALSE,FALSE
Study4,arousal_salience_diff,MAIA_Noticing,63,-0.03295391181913447,-0.25751814432876025,0.7976455529805673,-0.27844548542594555,0.21657945480712554,0.9903863843384291,-0.01896375423033591,0.7999696140479076,0.9670743778712483,181,TRUE,FALSE,FALSE,FALSE
Study4,miss_rate,PHQ4_Depression,63,-0.032865601618399215,-0.2568272975808348,0.7981763797099557,-0.2783639317497436,0.21666371231486029,0.9903863843384291,0.12563604221889146,0.0919434688326153,0.548237048417462,181,FALSE,FALSE,FALSE,FALSE
Study4,miss_rate,BARQ_total,63,0.03222799201425091,0.25183948387962385,0.8020116949736686,-0.217271950721881,0.27777499994837873,0.9903863843384291,-0.034395365784987475,0.6457513552872969,0.962396519053323,181,FALSE,FALSE,FALSE,FALSE
Study4,arousal_conf_r,SPANE_Pos,61,-0.03227202277668451,-0.24801529608478484,0.8049837470957723,-0.2818026182258952,0.221347555706899,0.9903863843384291,-0.046650042151839814,0.5422134692600377,0.9574311391542774,173,TRUE,FALSE,FALSE,FALSE
Study4,slope_miss_acc,MAIA_EmoAware,58,0.032671118171370445,0.24461884945696394,0.8076456813943428,-0.22754486499355348,0.28853202559049823,0.9903863843384291,0.07032688006278456,0.3621298957897896,0.8277254760909476,170,TRUE,FALSE,FALSE,FALSE
Study4,thresh_salience_diff,PHQ4_Anxiety,62,-0.030667216351492443,-0.2376590192546733,0.8129552595317606,-0.27830369747146144,0.22079218727592695,0.9903863843384291,-0.054261851221672645,0.4681480366426466,0.9294617953781013,181,TRUE,FALSE,FALSE,FALSE
Study4,thresh_direction_diff,MAIA_Noticing,63,-0.030078296481671492,-0.23502534357912325,0.8149762446566227,-0.2757880601363604,0.2193211946853468,0.9903863843384291,0.0979156273758404,0.18974059382714234,0.6573561424781281,181,FALSE,FALSE,FALSE,FALSE
Study4,conf_acc_r,BIPS_total,62,0.029581637545750435,0.22923870141977618,0.8194630250253623,-0.22182553475282152,0.277300987360108,0.9903863843384291,0.04118723775353857,0.5819680415440944,0.9574311391542774,181,TRUE,FALSE,FALSE,FALSE
Study4,conf_acc_r,MAIA_BodyListen,62,0.029452051727667385,0.2282336207672062,0.8202406782306949,-0.22194884798827194,0.27718125753623984,0.9903863843384291,-0.23652841583063447,0.0013472023296220515,0.08505836910091813,181,FALSE,FALSE,FALSE,FALSE
Study4,slope_miss_acc,BIPS_total,58,-0.029508957045031356,-0.22092102179856965,0.8259574544405933,-0.28562766672775064,0.23054403342865176,0.9903863843384291,-0.01732788191531527,0.8225410746892422,0.9698366158213383,170,TRUE,FALSE,FALSE,FALSE
Study4,arousal_salience_diff,MAIA_total,63,0.024774312568701884,0.1935529739992944,0.8471689881180484,-0.22436793741855143,0.2708766480973873,0.9903863843384291,-0.022991711671882926,0.7586763458414207,0.962396519053323,181,FALSE,FALSE,FALSE,FALSE
Study4,thresh_salience_diff,MAIA_total,62,0.023582886505516685,0.1827230713991223,0.8556313248333971,-0.22752549944740696,0.2717504099483676,0.9903863843384291,0.006049136450770222,0.9355853285584265,0.9962431358547761,181,TRUE,FALSE,FALSE,FALSE
Study4,arousal_salience_diff,SPANE_Pos,63,-0.023196021310465494,-0.18121547646522668,0.8567992302541659,-0.2694126954767166,0.22586710659984555,0.9903863843384291,0.05115726377136368,0.49401916729614814,0.9462902359475514,181,FALSE,FALSE,FALSE,FALSE
Study4,slope_miss_dec,MAIA_Noticing,62,0.02281387320643333,0.17676150774835336,0.8602910434851592,-0.22825496741019052,0.2710376545368868,0.9903863843384291,-0.12561612180149118,0.10060295423740209,0.548237048417462,172,FALSE,FALSE,FALSE,FALSE
Study4,miss_rate,SPANE_Neg,63,-0.020177847908588658,-0.15762612174209212,0.8752720346406709,-0.2666100000025153,0.22873069318405395,0.9903863843384291,0.12877812171178146,0.08403653355080919,0.548237048417462,181,FALSE,FALSE,FALSE,FALSE
Study4,Awareness,MAIA_NotWorrying,62,-0.02018447647368542,-0.1563801413726083,0.8762583819928758,-0.2685985555631522,0.2307470235977729,0.9903863843384291,0.11661731995767821,0.11795972605458888,0.548237048417462,181,FALSE,FALSE,FALSE,FALSE
Study4,slope_hit_dec,SPANE_Neg,63,-0.016751515381704263,-0.13085187825561703,0.8963230747856878,-0.2634232259877089,0.23197632120135064,0.9903863843384291,-0.03215859263953,0.6673677918617599,0.962396519053323,181,TRUE,FALSE,FALSE,FALSE
Study4,slope_miss_acc,MAIA_SelfReg,58,0.017333047146210267,0.12972813664918062,0.8972463750155512,-0.24204638217417723,0.27440031730213627,0.9903863843384291,6.873948593174308e-4,0.9929017868397003,0.9962431358547761,170,TRUE,FALSE,FALSE,FALSE
Study4,slope_miss_dec,BIPS_total,62,0.01638464486497344,0.1269319523941477,0.8994186889208656,-0.2343425727813683,0.2650680926326296,0.9903863843384291,0.04200334331275692,0.5843145922779781,0.9574311391542774,172,TRUE,FALSE,FALSE,FALSE
Study4,miss_rate,MAIA_NotWorrying,63,-0.016205038603211937,-0.12658201901652527,0.8996875496286924,-0.26291445886554615,0.2324934652427303,0.9903863843384291,-0.028769015101215423,0.7006482109741611,0.962396519053323,181,TRUE,FALSE,FALSE,FALSE
Study4,thresh_salience_diff,MAIA_Noticing,62,0.015528823495003171,0.12030025530321513,0.9046472403224173,-0.23515143906801722,0.2642720190697316,0.9903863843384291,-0.002238607972091634,0.9761398115596419,0.9962431358547761,181,FALSE,FALSE,FALSE,FALSE
Study4,slope_miss_overall,BIPS_total,63,0.015176904106097145,0.11854906436420147,0.9060221507236448,-0.2334660324868108,0.2619568988064837,0.9903863843384291,-0.12642612127156966,0.09080621818767663,0.548237048417462,180,FALSE,FALSE,FALSE,FALSE
Study4,mean_threshold,MAIA_Trusting,63,0.014896176965820265,0.11635577148102959,0.9077528135412005,-0.23373150082221517,0.26169535719819725,0.9903863843384291,0.036465881452662,0.6260021847369215,0.962396519053323,181,TRUE,FALSE,FALSE,FALSE
Study4,arousal_conf_r,MAIA_SelfReg,61,-0.015059501049441251,-0.11568734147827,0.9082931943244186,-0.26587197516971517,0.23766252427589474,0.9903863843384291,9.914557597894282e-4,0.9896708519428687,0.9962431358547761,173,FALSE,FALSE,FALSE,FALSE
Study4,mean_threshold,MAIA_SelfReg,63,-0.014411840420214359,-0.11257176322031882,0.9107397135147297,-0.26124403608481983,0.23418942433011714,0.9903863843384291,0.061724228930118724,0.4091168402183616,0.8902382443151549,181,FALSE,FALSE,FALSE,FALSE
Study4,slope_miss_overall,BARQ_total,63,0.01390331587378453,0.1085988650038796,0.9138771043068791,-0.23467009807702321,0.26077005960954236,0.9903863843384291,-0.1173535976291757,0.11666635450154281,0.548237048417462,180,FALSE,FALSE,FALSE,FALSE
Study4,slope_hit_acc,PHQ4_Anxiety,63,-0.013840848644543912,-0.10811083948394525,0.9142625930959132,-0.2607118280615765,0.234729135727907,0.9903863843384291,0.0133017614895983,0.8589390095826427,0.9827671204101989,181,FALSE,FALSE,FALSE,FALSE
Study4,slope_hit_acc,MAIA_Trusting,63,-0.012643377687684745,-0.09875583010965572,0.9216559532803487,-0.25959520598572333,0.23586050868569505,0.9903863843384291,-0.08603551021493458,0.24948266387643053,0.7731432352286772,181,TRUE,FALSE,FALSE,FALSE
Study4,conf_acc_r,MAIA_NotWorrying,62,0.011681749592931145,0.09049261792607355,0.9281971828244839,-0.2387831577965133,0.2606893313163853,0.9903863843384291,0.1878842947517912,0.011315235738080147,0.2565327730012103,181,TRUE,TRUE,FALSE,FALSE
Study4,slope_miss_acc,MAIA_AttentionReg,58,0.011312431669219383,0.08465990421930583,0.9328337117150868,-0.24770713187992754,0.2688227191137741,0.9903863843384291,0.016445694579709437,0.8314377230360973,0.9739974151824222,170,TRUE,FALSE,FALSE,FALSE
Study4,slope_hit_overall,MAIA_NotDistracting,63,-0.010475006897899186,-0.08181690806417384,0.9350601805347287,-0.2575715538675238,0.23790747683133448,0.9903863843384291,0.09788371481965305,0.18988566129373466,0.6573561424781281,181,FALSE,FALSE,FALSE,FALSE
Study4,arousal_salience_diff,MAIA_AttentionReg,63,0.010143290427096123,0.07922570649720638,0.9371124311891695,-0.23822042671458463,0.25726178511737524,0.9903863843384291,0.017262470224112696,0.8175859698045,0.9698366158213383,181,TRUE,FALSE,FALSE,FALSE
Study4,mean_threshold,BARQ_total,63,-0.010129018183918051,-0.07911421953346127,0.9372007393904201,-0.2572484560446127,0.23823389036013898,0.9903863843384291,-0.015652321387179705,0.8343433740349425,0.9739974151824222,181,TRUE,FALSE,FALSE,FALSE
Study4,slope_hit_overall,MAIA_AttentionReg,63,-0.010070022597597263,-0.07865337876726386,0.9375657771737129,-0.25719335813937877,0.23828954252346787,0.9903863843384291,-0.1048064992582529,0.16028059456579102,0.6228045960270737,181,TRUE,FALSE,FALSE,FALSE
Study4,Awareness,BIPS_total,62,0.009247200387129251,0.07163156889559993,0.9431333559883424,-0.24107780927306913,0.2584185449856896,0.9924413686719482,0.030719612414093565,0.6814218160976353,0.962396519053323,181,TRUE,FALSE,FALSE,FALSE
Study4,slope_hit_acc,MAIA_SelfReg,63,-0.008623928108480207,-0.06735753652280681,0.9465173687419466,-0.2558423006975695,0.23965317354062757,0.9924413686719482,0.023217834820160196,0.7563771201158405,0.962396519053323,181,FALSE,FALSE,FALSE,FALSE
