analysis,b_Salience,se_Salience,t_Salience,df_Salience,p_Salience,BF01,lrt_p,n_trials,n_participants,interpretation
Salience independence check,0.07684468379582018,0.020906019922681332,3.6757203944137617,6170.076266780697,2.3919285877771918e-4,0.254,2.3999925602741074e-4,6276,165,Salience predicts physio magnitude (check design)
