id,miss_rate,n_trials,mean_arousal_overall,slope_hit_overall,slope_miss_overall,slope_hit_acc,slope_miss_acc,slope_hit_dec,slope_miss_dec,conf_acc_r,arousal_conf_r,arousal_salience_diff,MAIA_total,MAIA_Noticing,MAIA_NotDistracting,MAIA_NotWorrying,MAIA_AttentionReg,MAIA_EmoAware,MAIA_SelfReg,MAIA_BodyListen,MAIA_Trusting,study
38,0.2,10,21.2,1.3146964279264652,NA,-140.00000000000045,NA,276.6666666666664,NA,0.7932436914974537,-0.1698671351338456,NA,90,3,2.66666666666667,2.2,2,2.4,2.25,2,3.33333333333333,Study1A
39,0.3,10,25.5,-7.690198766278261,-12.866242038216559,82.85714285714283,NA,-279.9999999999995,NA,0.6586036863271878,-0.6408571168745514,NA,126,3.5,2.83333333333333,3.4,2.85714285714286,4,3.5,4,4,Study1A
4,0.4,10,28.9,-1.2499999999999911,3.612040133779265,NA,-4.285714285714158,55.00000000000003,NA,0.5700443283559117,0.04048610388264294,NA,140,4,3.33333333333333,3.6,4.14285714285714,3.6,3.75,4,4,Study1A
40,0.1,10,24.7,-22.081758845757474,NA,-0,NA,-50.43478260869574,NA,0.3228413916783249,-0.3965724312346097,NA,108,3.75,2.5,3.2,3,2.6,3,1.66666666666667,3.6666666666666705,Study1A
41,0.2,10,25,-6.3793103448276,NA,5.000000000000001,NA,-11.999999999999991,NA,0.2647058823529412,-0.6940441793517217,NA,110,4.25,2.5,3.2,3.14285714285714,3.6,1.75,2.66666666666667,2.33333333333333,Study1A
42,0.2,10,34.5,1.4858490566037617,NA,20.769230769230656,NA,-8.333333333333352,NA,0.40006613209931935,0.15251463435037438,NA,122,4,3.16666666666667,2.6,3.4285714285714306,3.8,3.75,1,4.33333333333333,Study1A
43,0.2,10,35.8,2.8724721419727675,NA,9.999999999999936,NA,25.00000000000002,NA,0.7353918594488384,0.4536722066044004,NA,115,3.5,3.33333333333333,2.2,2.5714285714285694,3.8,3.5,3.33333333333333,3,Study1A
44,0,10,27.5,-28.33705465488787,NA,-80.00000000000004,NA,-66.47058823529406,NA,NA,0.3261331979660199,NA,138,4.75,3.16666666666667,2,3.71428571428571,4.6,3.25,4.66666666666667,4.66666666666667,Study1A
45,0.4,10,14.1,-6.101481248030257,-10.22099447513812,-13.33333333333332,NA,NA,-51.42857142857142,0.3919768275463912,-0.02417547385148619,NA,123,3.25,1.66666666666667,3,3.14285714285714,4.6,3.5,3.6666666666666705,5,Study1A
46,0,10,25.9,-15.345392394245827,NA,3.925231146709441e-14,NA,-60.76923076923073,NA,NA,0.43170718354853826,NA,103,3.5,1.66666666666667,3.6,2.14285714285714,2.2,4,3,3.33333333333333,Study1A
47,0.2,10,30.4,-0.3136531365313659,NA,-6.280369834735094e-14,NA,78.33333333333341,NA,0.5437280087725013,0.3968073145529531,NA,125,3.5,3.6666666666666705,2.4,3.85714285714286,4,2.75,2.66666666666667,3.6666666666666705,Study1A
48,0.2,10,11.5,-3.378016085790882,NA,-16.66666666666666,NA,11.666666666666673,NA,-0.13834289277321493,-0.2041593828804171,NA,123,3.75,3.16666666666667,2,3.28571428571429,3.8,3.5,4,3.6666666666666705,Study1A
49,0.2,10,24.8,-20.557351809083904,NA,-90.00000000000006,NA,31.5384615384615,NA,0.6248933269389457,-0.520412366218934,NA,133,3.75,2.66666666666667,2.2,3.85714285714286,4.8,3.75,4,4.33333333333333,Study1A
5,0.2,10,23.2,-10.622876557191393,NA,6.666666666666762,NA,-19.999999999999982,NA,0.07537783614444091,0.2239169321538787,NA,119,4.25,3,2.8,3,3.8,3.25,2.66666666666667,3,Study1A
50,0.3,10,25.4,1.8854415274462935,2.748815165876785,NA,NA,35.00000000000001,NA,0.4116814129126348,0.09788510162652361,NA,99,4,2.66666666666667,2.2,2.71428571428571,2.8,1.25,3,3,Study1A
51,0.4,10,25.9,-13.059299191374663,-2.97231665857212,24.999999999999922,NA,-37.85714285714284,NA,0.68567174739886,-0.5448949732595785,NA,137,3.75,3.6666666666666705,2.6,4.28571428571429,3.2,4,3.33333333333333,5,Study1A
52,0.4,10,21.4,-1.569123695033219,-3.4123222748815145,14.074074074074074,NA,NA,-20.000000000000068,0.4259713756852986,-0.26141948744763854,NA,102,3.5,2.66666666666667,2.4,3.14285714285714,2.8,2.25,2.33333333333333,2.66666666666667,Study1A
53,0.1,10,15.4,-27.437500000000014,NA,-16.923076923076916,NA,-20.000000000000004,NA,0.05263157894736842,-0.09754080011828245,NA,125,3.75,2.5,2.6,4.14285714285714,4.2,3.25,2.66666666666667,3.6666666666666705,Study1A
54,0.3,10,9.8,-1.7507175071750742,4.794520547945207,-30.00000000000013,NA,166.6666666666668,NA,0.21076231488569597,-0.2511812771193794,NA,74,4,2.33333333333333,3.6,2.4285714285714306,1,0.5,0.666666666666667,0,Study1A
55,0.1,10,21,0.28275212064090094,NA,-31.250000000000007,NA,49.99999999999996,NA,0.04217307497155848,0.22087006668138778,NA,127,4,3.33333333333333,1.8,3.5714285714285694,4.8,3,3,4,Study1A
56,0.4,10,18.1,-0.3934871099050165,-1.623815967523682,-15.000000000000083,NA,10.00000000000005,NA,0.7866247547962238,0.08542289225395064,NA,145,3.25,3.5,3.6,4,4.4,4.5,3.33333333333333,5,Study1A
57,0.2,10,26.2,-19.327862446268067,NA,-6.578347465140772e-14,NA,12.499999999999977,NA,-0.12166606584807191,0.1885740238315922,NA,118,3.25,3.33333333333333,2.2,4,4,2.5,3,2.33333333333333,Study1A
58,0.1,10,0.4,-0.13998165757590397,NA,-3.1321485131092723,NA,5.000000000000001,NA,0.7795474678421345,0.3221599229347597,NA,112,1.5,2,3.6,4.14285714285714,3,1.25,4.66666666666667,4.33333333333333,Study1A
59,0,10,24,-11.690140845070419,NA,16.70731707317073,NA,1.6666666666666512,NA,NA,-0.5984873720496733,NA,102,2.75,3.5,2.8,2.5714285714285694,3.4,1.75,1.33333333333333,3.33333333333333,Study1A
6,0.2,10,10.8,15.885132679025812,NA,19.999999999999982,NA,74.99999999999999,NA,0.19837301190396806,0.5242890307428235,NA,121,4,2.16666666666667,3.6,3.5714285714285694,3.2,3.25,3,3.6666666666666705,Study1A
60,0.1,10,12.9,-4.0557939914163095,NA,-19.999999999999996,NA,33.75000000000006,NA,0.16952802134131947,0.10685893728581845,NA,152,4,4.66666666666667,4.2,4,4.2,3.5,4.33333333333333,3.6666666666666705,Study1A
61,0.1,10,14.8,-1.551835157759175,NA,-46.25000000000001,NA,33.33333333333335,NA,0.37059806825265756,0.16090341277564443,NA,92,2.5,2.16666666666667,3.6,2.5714285714285694,2.8,1.75,0.666666666666667,3.33333333333333,Study1A
62,0.2,10,12.2,-10.611229566453451,NA,NA,NA,10.000000000000053,NA,0.4134053154015559,0.014639986082416007,NA,104,3.5,3,3.8,2.28571428571429,3,2.25,2,2.33333333333333,Study1A
63,0.2,10,23.7,2.4933887419720553,NA,17.85714285714282,NA,44.61538461538461,NA,0.44255682794529655,0.0833635948173722,NA,98,2.5,3.16666666666667,3,2.5714285714285694,3.2,1.5,1.66666666666667,3,Study1A
64,0.3,10,24.7,-13.050034270047972,109.99999999999989,NA,109.99999999999989,-85.00000000000004,NA,0.519758587766663,-0.360113441306718,NA,114,3.75,3.33333333333333,3.6,3.28571428571429,1.6,3.5,0.333333333333333,5,Study1A
65,0.1,10,32.8,-12.25951698731068,NA,90.00000000000009,NA,69.99999999999994,NA,0.23779962621269124,0.12234689832868201,NA,124,4.25,2.66666666666667,2.4,3.4285714285714306,3.8,3.75,3,4,Study1A
66,0.2,10,1,-3.5178696566222842,NA,-20.000000000000007,NA,-0,NA,0.6195967287437253,0,NA,136,4.5,3,1.8,3.71428571428571,5,4,3.6666666666666705,4.33333333333333,Study1A
67,0,10,24.2,-30.955109837631333,NA,35.67567567567568,NA,98.75000000000004,NA,NA,-0.4491124926017495,NA,111,4,3.16666666666667,2.4,3.5714285714285694,3,1.75,2.33333333333333,3.33333333333333,Study1A
68,0,10,25.1,-3.7651444547996307,NA,-84.99999999999994,NA,19.09090909090902,NA,NA,0.34065901551447875,NA,131,4,3.5,1.6,4.28571428571429,4.4,2.5,3.33333333333333,4.66666666666667,Study1A
69,0.2,10,28.4,0.09803921568627029,NA,-15.000000000000002,NA,-3.3333333333333464,NA,0.8344408667498866,-0.2022886949696695,NA,103,4,2.66666666666667,2.6,3,3.2,1.75,2,2.66666666666667,Study1A
7,0.3,10,24.5,-23.60505166475315,-24.73372781065089,-20.000000000000078,NA,-46.666666666666636,NA,0.8540320636290464,-0.25216431134808764,NA,97,3.25,3.6666666666666705,2,2.28571428571429,4,2.5,0.333333333333333,1.66666666666667,Study1A
70,0.1,10,18.2,-20.63607085346215,NA,-50.000000000000014,NA,-44.70588235294119,NA,0.4251479347042032,-0.7903663691675715,NA,105,3.25,3.5,1.8,2.28571428571429,4.4,2.25,2.66666666666667,2.33333333333333,Study1A
71,0.1,10,26.3,-7.193181358059675,NA,10.52631578947369,NA,11.022364217252406,NA,0.04619086413735357,-0.040803675736010805,NA,117,3.5,3.6666666666666705,2.8,2.28571428571429,3.6,4,2.33333333333333,3.33333333333333,Study1A
72,0.2,10,30.3,-6.440090168198373,NA,-199.99999999999994,NA,149.16666666666637,NA,0.7977410745953625,0.21606021251437266,NA,111,2.75,2.5,4.6,4.14285714285714,2.8,1.5,1,3.33333333333333,Study1A
73,0.1,10,16.9,-2.586666666666666,NA,-86.66666666666666,NA,9.999999999999966,NA,0.15760180961488335,0.6415920196386506,NA,102,3.25,3,2,3,4.4,1.75,1.33333333333333,2.33333333333333,Study1A
74,0.3,10,27.4,-0.3515475735575157,6.9804489500362035,-39.99999999999972,NA,80.00000000000007,NA,0.4074844255263356,0.5058701977259045,NA,126,3.75,3.5,1.4,4,3.4,3.75,3.33333333333333,4.33333333333333,Study1A
75,0.2,10,21.8,-5.0453542534935085,NA,-87.90697674418593,NA,140.0000000000002,NA,0.37080992435478316,0.36189439392228384,NA,112,3.5,2.83333333333333,4.2,2.85714285714286,3.2,2,1.33333333333333,4,Study1A
76,0.2,10,32.1,-1.8414918414918424,NA,-19.999999999999805,NA,35.00000000000002,NA,0.21930463943872153,-0.18736562589950376,NA,110,3.5,3.16666666666667,2.6,3.4285714285714306,2.2,3.5,1,4,Study1A
77,0.3,10,34.9,-13.423948220064723,24.26229508196719,-6.6666666666666465,NA,-129.99999999999991,NA,0.44304844381246944,-0.18297424248547786,NA,139,4.75,2.5,1.6,4,4.2,4.75,4.66666666666667,5,Study1A
78,0.3,10,23.3,-8.13953488372093,-7.671232876712337,-5.0000000000000195,NA,1.085980617256278e-14,NA,0.8881922310539334,0.02777394566790346,NA,122,4.5,3.5,2.4,4.42857142857143,3.6,1.75,0,5,Study1A
79,0.2,10,28.8,-6.095512359011286,NA,-67.49999999999999,NA,48.57142857142857,NA,0.4910463758239913,0.36078887043031066,NA,95,2,3.16666666666667,2.6,2.4285714285714306,3,3,1.33333333333333,2.33333333333333,Study1A
8,0.2,10,24.6,-20.514005197805368,NA,-7.118644067796621,NA,5,NA,0.6451708585135346,0.20241403462062602,NA,117,3.75,2.16666666666667,2.4,3.5714285714285694,4,3.5,3.33333333333333,2.66666666666667,Study1A
80,0.3,10,11.2,-15.96456692913385,-9.999999999999998,100.00000000000016,NA,40.000000000000085,NA,0.3931933743096768,0.22635016242784683,NA,150,4.75,3.6666666666666705,3.4,3.71428571428571,4.8,4,4,4.66666666666667,Study1A
81,0.3,10,10.8,1.7957927142124177,8.387096774193546,19.999999999999982,NA,-25.714285714285754,NA,0.7149332989285042,-0.11335262447732514,NA,99,1.75,3.16666666666667,3,2.4285714285714306,2.8,2.5,2,3.6666666666666705,Study1A
82,0.3,10,2.3,-4.250243427458615,10.000000000000012,NA,10.000000000000012,7.320593835522379e-15,NA,0.5351014101115321,-0.21032888404019834,NA,124,3.25,3.6666666666666705,2.2,3.4285714285714306,4,3.5,3.33333333333333,3.33333333333333,Study1A
83,0.2,10,23.7,-6.638176638176632,NA,-21.818181818181813,NA,89.49152542372885,NA,0.04801382997483599,-0.75028157112679,NA,120,4.25,2.33333333333333,1.2,3.14285714285714,4.8,4.25,2.66666666666667,4,Study1A
84,0.2,10,7,-21.29300118623962,NA,-124.99999999999991,NA,45.71428571428572,NA,0.7187361356249324,-0.15068803851594495,NA,78,2,1.66666666666667,1.4,1.42857142857143,4.8,1.25,1,3.6666666666666705,Study1A
85,0.2,10,26.6,-9.47423764458464,NA,-29.285714285714256,NA,-19.999999999999954,NA,0.867192426434658,0.4743007823626931,NA,90,2,5,3.8,2.28571428571429,1.4,0.25,0.666666666666667,2.33333333333333,Study1A
86,0,10,20.7,-19.04940037407856,NA,22.500000000000025,NA,-30.000000000000128,NA,NA,-0.5425450737231459,NA,71,3.5,1.5,3.2,2,1.4,0.5,0.666666666666667,2.33333333333333,Study1A
87,0.4,10,3.1,5.863636363636364,0,NA,0,38.57142857142858,NA,0.8487748376370973,0.7506597176276175,NA,104,3.5,1.5,2.6,4.28571428571429,3.2,2,2,2.66666666666667,Study1A
88,0.3,10,18.9,-16.011059204881303,-4.173228346456695,-39.99999999999994,NA,386.66666666666623,NA,0.46225514262617023,0.05782531365751256,NA,119,3.5,4,2.2,2.85714285714286,3.6,2.75,2.66666666666667,4.33333333333333,Study1A
89,0.4,10,15.6,-13.659559594547362,-15.617860851505712,-64.99999999999999,NA,3.333333333333364,NA,0.7984856269366731,-0.25593020150863727,NA,97,2.5,3.8333333333333295,4,2.4285714285714306,2.4,1.5,1,2,Study1A
9,0.1,10,25.6,-17.206219729798615,NA,-46.66666666666666,NA,5.579036348267098,NA,0.362025832079745,0.0366414445348508,NA,102,3,2.16666666666667,2.4,3,4,2.75,2.33333333333333,2,Study1A
90,0.3,10,30.9,4.578125,9.285714285714292,-45.000000000000064,NA,30.526315789473685,NA,0.24324010915603414,0.29286632625982056,NA,87,2.5,3,3,2.4285714285714306,2,1.75,1.33333333333333,2,Study1A
91,0.1,10,28.5,-5.695816124977555,NA,5.714285714285696,NA,-17.058823529411775,NA,0.7193416233051788,-0.13262871871897525,NA,71,2.25,5.66666666666667,2.2,0.714285714285714,0.6,0.5,0.333333333333333,2,Study1A
92,0.4,10,13.5,-0.8064516129032204,1.4925373134328355,-26.66666666666669,NA,NA,-100.0000000000001,0.31180478223116176,0.550829738447856,NA,81,2.25,2.5,2.8,1.85714285714286,3,1.5,1.33333333333333,1.66666666666667,Study1A
93,0.2,10,12.9,1.0846914239914496,NA,-4.999999999999982,NA,1.2500000000000002,NA,0.49068779474052143,0.5942453664185793,NA,66,0.5,2,2.8,1.85714285714286,1.2,1,1.66666666666667,3.33333333333333,Study1A
94,0.2,10,22.4,-5.668523676880224,NA,-1.2306961192854838e-13,NA,24.117647058823533,NA,0.13402679917785934,-0.5221120638495612,NA,126,4,3.5,3.8,3.4285714285714306,3.6,2.75,1.66666666666667,4,Study1A
95,0.3,10,17.3,-17.230046948356804,-1.6034985422740513,-406.66666666666663,NA,NA,NA,0.572767424631509,-0.22062870046488053,NA,111,2.5,3.6666666666666705,2,3.14285714285714,3.4,2.5,3,3.6666666666666705,Study1A
96,0.1,10,22.3,-3.4370925684484996,NA,76.96969696969694,NA,11.249999999999995,NA,0.30506954354828625,0.042262092204191685,NA,121,4,4.16666666666667,2.8,3.14285714285714,3.6,2.25,2,3.6666666666666705,Study1A
97,0,10,25.8,-23.60242860355296,NA,-12.222222222222257,NA,-94.99999999999974,NA,NA,0.2880921770085992,NA,102,4.5,1.5,3.6,2,2.8,3.5,1.66666666666667,3.33333333333333,Study1A
98,0.3,10,22.9,-8.760670249762876,-5.790554414784402,-90.00000000000055,NA,6.427100869169709e-14,NA,0.810621337069081,0.4723610145040785,NA,126,3.5,2.16666666666667,2.8,3.85714285714286,3.6,3.75,3.6666666666666705,4.66666666666667,Study1A
99,0.2,10,15.6,-2.124784142953675,NA,333.3333333333339,NA,-4.545454545454542,NA,0.5251533014955769,0.04407516711442173,NA,99,2.5,4.5,3.4,2,2.6,1.5,2.66666666666667,1.33333333333333,Study1A
