id,miss_rate,n_trials,mean_arousal_overall,slope_hit_overall,slope_miss_overall,slope_hit_acc,slope_miss_acc,slope_hit_dec,slope_miss_dec,conf_acc_r,arousal_conf_r,arousal_salience_diff,MAIA_total,MAIA_Noticing,MAIA_NotDistracting,MAIA_NotWorrying,MAIA_AttentionReg,MAIA_EmoAware,MAIA_SelfReg,MAIA_BodyListen,MAIA_Trusting,study
29,0.2,10,25.3,-3.0876451953537467,NA,-19.999999999999957,NA,-35.000000000000036,NA,0.04275257057558611,-0.35913242787244154,NA,86,3,3,2.6,2.4285714285714306,3.2,1,1.66666666666667,0.333333333333333,Study1A
3,0.3,10,23.9,-11.898928024502302,-4.285714285714271,4.895063839837869e-14,NA,-31.11111111111112,NA,0.5740182906150376,-0.5767552785722667,NA,114,3.25,2,3.2,4.14285714285714,3,3.25,1.66666666666667,3.6666666666666705,Study1A
30,0.2,10,34,-3.188779960227473,NA,NA,NA,-34.50980392156863,NA,0.11491807027621376,0.5439089831850955,NA,125,3.5,3.16666666666667,1.8,2.85714285714286,4.4,3.25,4.33333333333333,5,Study1A
31,0.3,10,18.4,-1.8698060941828232,-4.931506849315069,16.842105263157798,NA,89.99999999999982,NA,0.8426508557982042,0.3406085080207218,NA,150,4.75,5.5,1.8,4,4.4,3.75,4.33333333333333,3.6666666666666705,Study1A
32,0.2,10,14.3,-6.149985237673458,NA,76.5714285714285,NA,-129.09090909090898,NA,0.563053785697817,0.4243896598694557,NA,106,4.5,2.5,2,2.4285714285714306,3.8,3,1.66666666666667,3.33333333333333,Study1A
33,0.2,10,0.5,1.15128449096099,NA,-0,NA,-4.999999999999996,NA,0.5013482068840985,0.6650956311775046,NA,92,1.75,2.83333333333333,3.2,2.28571428571429,2.8,2.25,1,3.33333333333333,Study1A
34,0,10,26.7,-0.9909909909909821,NA,10.689655172413786,NA,-4.28571428571432,NA,NA,-0.03564042776659136,NA,68,4,3.8333333333333295,0.6,2,2.2,0,0.333333333333333,0,Study1A
35,0.3,10,16.3,-11.91056910569106,17.027027027027046,-20.000000000000018,NA,-70.00000000000004,NA,0.5022333258657323,-0.1444865693347299,NA,60,1.25,3,2,0.714285714285714,1.6,0.75,0.333333333333333,3.33333333333333,Study1A
36,0,10,20.4,-13.072773048795108,NA,5.71428571428574,NA,-113.75000000000007,NA,NA,-0.3379955953591682,NA,98,3.75,3.16666666666667,1,2,3.2,3.5,2,3,Study1A
37,0.2,10,25.5,-10.70877708409842,NA,-13.333333333333758,NA,-1.1428571428571495,NA,0.48306798020104635,0.22295445240048295,NA,130,4.5,2.16666666666667,3,3.14285714285714,5,3,3.6666666666666705,4.66666666666667,Study1A
