component,label,b_Salience,se_Salience,t_Salience,df_resid,p_Salience,r_partial,eta2_partial,R2m_base,R2m_with_sal,delta_R2m,lrt_chi2,lrt_p,n_trials,n_participants
effect_size,Salience on |dur_b1_vs_b4|,-0.07031288669209339,0.023961527483968792,-2.934407530535584,2747.8864607203213,0.0033695385595759286,-0.05589097039557653,0.003123800571759212,0.5121684052430047,0.5137874312126045,0.001619025969599841,8.597432320654661,0.0033663729600992335,2811,85
slope_trajectory,linear_slope,-0.11483955911123943,0.019880126276139887,-5.776601089756144,2753.2179114574856,8.476946561011442e-9,-0.10942991755544343,NA,NA,NA,NA,33.157568710072155,8.498492887933228e-9,2811,85
slope_trajectory,early_change,-0.06940642558531293,0.024546050969667294,-2.8276004833152877,2725.3534454425917,0.004724066655928976,-0.05408421393915644,NA,NA,NA,NA,7.983253327070088,0.004721202312199621,2811,85
slope_trajectory,late_change,-0.08823990415882212,0.03332508037641718,-2.6478527031930565,2722.83524736942,0.008147205095252227,-0.05067861281615373,NA,NA,NA,NA,7.002305256244654,0.008140481881713046,2811,85
slope_trajectory,mid_change,-0.16444929816901316,0.03687827549556476,-4.459245882817677,2757.634204500833,8.553699871833818e-6,-0.08461218195257023,NA,NA,NA,NA,19.78138745268825,8.682405738420542e-6,2811,85
accuracy_stratified,correct,-0.06922408800494036,0.03510376457161221,-1.9719847386659106,1485.4319825288694,0.04879662520580139,-0.051098651095873436,NA,NA,NA,NA,3.8772321638821268,0.04894518451809428,1513,85
accuracy_stratified,incorrect,-0.17338878027851806,0.05254182895910778,-3.3000141737255277,670.5107464475835,0.0010179868398297674,-0.12641961776750404,NA,NA,NA,NA,10.770470456900284,0.0010313229213321402,699,84
accuracy_stratified,all,-0.1102657642349025,0.029132996045987056,-3.7849098685506166,2173.866578139975,1.5792655795798295e-4,-0.08091197777377476,NA,NA,NA,NA,14.25472141281898,0.00015965977742889737,2212,85
