study,task_feature,questionnaire,n,r,t,p,ci_lower,ci_upper,p_bh
Study4,miss_rate,BIPS_total,63,-0.1999310630321503,-1.5936881374745488,0.11617482735954154,-0.4265657655050161,0.05032696251528625,0.9903863843384291
Study4,H_corr,BIPS_total,63,0.19992988893627947,1.5936783888631005,0.11617701462332519,-0.05032818239875127,0.4265647650550114,0.9903863843384291
Study4,slope_miss_dec,MAIA_Trusting,62,0.19756546361892463,1.5611053624303315,0.12375840657602076,-0.05491242398663714,0.42629776003638853,0.9903863843384291
Study4,slope_hit_overall,MAIA_total,63,-0.19276734760073497,-1.534338413150231,0.13011712602601241,-0.4204512068936667,0.05775617855372278,0.9903863843384291
Study4,mean_Confidence,PHQ4_Depression,63,-0.19109852407703834,-1.5205496066235529,0.1335398067976874,-0.4190238134581049,0.05948287614678775,0.9903863843384291
Study4,mean_arousal_overall,MAIA_NotDistracting,63,-0.18767296623665192,-1.492288344224808,0.14077768912525943,-0.4160902999966435,0.06302253894830709,0.9903863843384291
Study4,FA_corr,BARQ_total,63,-0.18694828880057646,-1.486316942516862,0.14234586268939284,-0.4154691047579507,0.06377054791827919,0.9903863843384291
Study4,mean_arousal_overall,MAIA_EmoAware,63,0.18350159517394557,1.457950124475775,0.14998382120587547,-0.067324358383361,0.41251166994708266,0.9903863843384291
Study4,slope_hit_overall,BIPS_total,63,0.18290186535028502,1.453019973945243,0.15134339426873766,-0.06794207731593171,0.4119965783354317,0.9903863843384291
Study4,slope_miss_overall,MAIA_NotDistracting,63,-0.18066386987034183,-1.4346370299521443,0.1564977481949806,-0.410073131427189,0.07024550561039124,0.9903863843384291
Study4,slope_hit_overall,MAIA_BodyListen,63,-0.17947434996716694,-1.4248756843911161,0.15928962768441463,-0.40904996642418756,0.07146871571352773,0.9903863843384291
Study4,slope_miss_acc,MAIA_NotWorrying,58,-0.18694995193686803,-1.4241132522353237,0.15996234891947952,-0.424735916339565,0.07496580018875156,0.9903863843384291
Study4,mean_arousal_overall,MAIA_AttentionReg,63,0.1765865936030058,1.4012051726110695,0.1662199720849304,-0.07443512350371466,0.40656366003130395,0.9903863843384291
Study4,slope_hit_acc,MAIA_AttentionReg,63,-0.1713887641928999,-1.358692971507958,0.1792470576354838,-0.4020798220535076,0.07976335096835953,0.9903863843384291
Study4,c_bias,BARQ_total,63,0.1657528591139016,1.312729780725771,0.19419154425512708,-0.08552447245212065,0.39720554877730585,0.9903863843384291
Study4,slope_hit_overall,PHQ4_Anxiety,63,0.16544515811830723,1.310224203148817,0.19503238076603557,-0.08583852684000612,0.3969390537942831,0.9903863843384291
Study4,mean_arousal_overall,MAIA_SelfReg,63,0.1651710284968764,1.307992325203168,0.1957836691160733,-0.08611827461916852,0.3967016015691971,0.9903863843384291
Study4,slope_miss_dec,MAIA_total,62,0.1658497009813194,1.3027074004530652,0.19765257969323816,-0.08754496265437257,0.39908616564764016,0.9903863843384291
Study4,slope_hit_dec,PHQ4_Depression,63,0.16133636464989343,1.2768040912517655,0.20651058056227217,-0.09002737847187,0.3933767482310328,0.9903863843384291
Study4,thresh_direction_diff,MAIA_NotDistracting,63,0.15854357208162395,1.2541271050525458,0.214580519275864,-0.09286951974879513,0.3909514256374799,0.9903863843384291
Study4,arousal_conf_r,PHQ4_Anxiety,61,-0.1562764768159302,-1.2153145391377915,0.2290870804056092,-0.3926451912879565,0.09945831050719957,0.9903863843384291
Study4,slope_hit_overall,SPANE_Neg,63,0.15292645838961258,1.208610010541385,0.2314769785704671,-0.09857350779980642,0.38606360717317834,0.9903863843384291
Study4,thresh_direction_diff,PHQ4_Depression,63,-0.15266334812406634,-1.206480931408419,0.23229039118839848,-0.3858343362984325,0.09884028277250058,0.9903863843384291
Study4,thresh_salience_diff,MAIA_NotWorrying,62,0.1523989117075889,1.1944289424158294,0.23701076137126928,-0.10122225565223128,0.3874201962129588,0.9903863843384291
Study4,mean_Confidence,BARQ_total,63,-0.15021009109436562,-1.1866418354365083,0.23996997311221877,-0.383695212806837,0.10132597096435197,0.9903863843384291
Study4,slope_miss_dec,MAIA_SelfReg,62,0.14948392775553407,1.1710553208480723,0.2462063711849437,-0.10417374029645884,0.38488204659704295,0.9903863843384291
Study4,dprime,BARQ_total,63,0.14730893522017477,1.1632095627618193,0.2492746214629667,-0.10426143168049533,0.38116230503834836,0.9903863843384291
Study4,slope_miss_dec,MAIA_EmoAware,62,0.14578122655955056,1.1414103811489185,0.2582342800128735,-0.1079163748376115,0.38165287007860915,0.9903863843384291
Study4,slope_miss_dec,SPANE_Pos,62,0.14558203139925588,1.1398169662701685,0.2588924107072671,-0.10811751467477584,0.3814789858832375,0.9903863843384291
Study4,mean_arousal_overall,SPANE_Neg,63,-0.14407371499922875,-1.1371152569526024,0.2599372362285187,-0.37833358981172055,0.10752974574224763,0.9903863843384291
Study4,slope_miss_acc,PHQ4_Depression,58,0.14951880110856525,1.1316168914764124,0.26261821366091836,-0.11314670807375773,0.3926503886861179,0.9903863843384291
Study4,slope_hit_acc,MAIA_EmoAware,63,-0.14320124990247515,-1.1300846312189419,0.26286463110263325,-0.3775700000680991,0.10841020546919407,0.9903863843384291
Study4,slope_miss_overall,SPANE_Pos,63,-0.14198134646395758,-1.120258732905127,0.26699487299603863,-0.37650179429785213,0.10964062572623341,0.9903863843384291
Study4,FA_corr,BIPS_total,63,0.14075052867900298,1.1103502025994931,0.2712059511723849,-0.11088127338618028,0.37542339903581434,0.9903863843384291
Study4,arousal_salience_diff,BIPS_total,63,0.14034571721555625,1.107092473538507,0.272600602867303,-0.11128914654159681,0.3750685798774476,0.9903863843384291
Study4,slope_miss_dec,MAIA_BodyListen,62,0.14014351630222424,1.0963668335421033,0.27729931308844263,-0.11360111086332342,0.37672506311958037,0.9903863843384291
Study4,slope_miss_dec,MAIA_NotDistracting,62,-0.13996674788988583,-1.094956292932831,0.27791181620243105,-0.3765703366637444,0.11377908551759904,0.9903863843384291
Study4,thresh_salience_diff,MAIA_NotDistracting,62,0.13988350302125824,1.094292069462306,0.2782005706650008,-0.11386289279697949,0.3764974673566175,0.9903863843384291
Study4,arousal_conf_r,MAIA_Trusting,61,-0.1361716457964757,-1.055788655712165,0.29536895082915626,-0.375128898092027,0.11975561434828186,0.9903863843384291
Study4,dprime,MAIA_BodyListen,63,-0.13375381476333334,-1.0541224107534395,0.2959843629958737,-0.3692810514354047,0.11791899682723227,0.9903863843384291
Study4,slope_hit_overall,MAIA_Noticing,63,-0.13228141460010065,-1.042310490627614,0.3013811550600752,-0.3679858192817069,0.11939681407711566,0.9903863843384291
Study4,mean_Confidence,BIPS_total,63,-0.1314165432374777,-1.0353755805527838,0.30458077001867717,-0.36722458773870137,0.12026434777266756,0.9903863843384291
Study4,H_corr,PHQ4_Anxiety,63,0.13045987255104685,1.0277073857142494,0.30814551823431985,-0.12122351582296557,0.3663821893058233,0.9903863843384291
Study4,miss_rate,PHQ4_Anxiety,63,-0.13024424787180278,-1.025979449993415,0.3089526809763423,-0.36619226710611047,0.12143963849842875,0.9903863843384291
Study4,slope_hit_overall,MAIA_Trusting,63,-0.13020674629138637,-1.0256789414462728,0.30909320223502956,-0.3661592337103206,0.12147722425470148,0.9903863843384291
Study4,thresh_direction_diff,MAIA_Trusting,63,0.1298124075000031,1.0225192874010243,0.3105733130954001,-0.12187240448469323,0.36581184302572767,0.9903863843384291
Study4,mean_arousal_overall,MAIA_NotWorrying,63,-0.1294820964326404,-1.0198730377314147,0.3118166071587761,-0.3655208066074427,0.12220335896717498,0.9903863843384291
Study4,slope_miss_acc,MAIA_NotDistracting,58,-0.13370518634646333,-1.009623250276964,0.3170184572504357,-0.37891494976823076,0.12904729957186814,0.9903863843384291
Study4,slope_miss_overall,MAIA_total,63,0.1273178557128401,1.00254296804748,0.32004186276927327,-0.1243704315288534,0.3636127559071327,0.9903863843384291
Study4,FA_corr,MAIA_Noticing,63,0.12613256492548375,0.9930579861045926,0.32460468484719873,-0.1255562565022632,0.36256693188724687,0.9903863843384291
Study4,thresh_direction_diff,MAIA_SelfReg,63,-0.12586178377026755,-0.9908917382155331,0.32565283293485436,-0.36232792850159223,0.12582705881511785,0.9903863843384291
Study4,H_corr,MAIA_EmoAware,63,-0.12195841150287624,-0.959689523330213,0.3410000844491885,-0.35887918140910663,0.12972657306164645,0.9903863843384291
Study4,miss_rate,MAIA_EmoAware,63,0.12183231117058177,0.9586822827515048,0.3415032962203639,-0.1298524190746931,0.35876765999157173,0.9903863843384291
Study4,slope_miss_acc,SPANE_Pos,58,-0.1266153125213004,-0.9551897054840417,0.3435870895075611,-0.3727215279085452,0.13613256915903282,0.9903863843384291
Study4,thresh_direction_diff,MAIA_total,63,0.11977172319138547,0.9422297429406878,0.34979178629573404,-0.13190770304091265,0.356944345159111,0.9903863843384291
Study4,Awareness,MAIA_Trusting,62,-0.11975439199964108,-0.9343374459634713,0.35387498674199525,-0.35879085899192603,0.13402253727118213,0.9903863843384291
Study4,slope_hit_overall,BARQ_total,63,0.11838652211726906,0.9311767140322778,0.35543296231127275,-0.13328812335699483,0.35571763098110104,0.9903863843384291
Study4,slope_miss_dec,MAIA_AttentionReg,62,0.11904518220134498,0.9287243253693057,0.35675329306723447,-0.13472901270719617,0.35816384806469737,0.9903863843384291
Study4,thresh_direction_diff,MAIA_NotWorrying,63,0.11649857600348326,0.916120962564201,0.3632110990849806,-0.13516798244802877,0.35404437516103027,0.9903863843384291
Study4,thresh_direction_diff,MAIA_EmoAware,63,0.11614058428181397,0.9132672367273467,0.364697614664501,-0.13552423647766884,0.3537269213243034,0.9903863843384291
Study4,c_bias,MAIA_Trusting,63,-0.11510585602819338,-0.9050209396969908,0.3690149924668966,-0.3528090546854084,0.13655357641110205,0.9903863843384291
Study4,c_bias,MAIA_Noticing,63,-0.11486093703661675,-0.9030694886753706,0.37004142937842543,-0.35259172972808,0.13679714048307173,0.9903863843384291
Study4,Awareness,PHQ4_Anxiety,62,0.11526931862761053,0.8988638811534037,0.3723183741668624,-0.1384859799894593,0.3548219798952151,0.9903863843384291
Study4,mean_Confidence,MAIA_NotWorrying,63,-0.11318341658653541,-0.8897079068933174,0.3771181901389169,-0.35110251907418494,0.13846456316909952,0.9903863843384291
Study4,slope_hit_overall,SPANE_Pos,63,-0.11303050571261845,-0.8884903449310406,0.37776727847074765,-0.3509667133005985,0.1386164826861822,0.9903863843384291
Study4,FA_corr,MAIA_Trusting,63,0.11101596038140434,0.8724553434919521,0.38638132441219764,-0.1406168620130099,0.34917658635485094,0.9903863843384291
Study4,conf_acc_r,PHQ4_Anxiety,62,0.11177742095559809,0.8712842846912399,0.3870719202696068,-0.14195391437317437,0.35172598101342667,0.9903863843384291
Study4,Awareness,MAIA_NotDistracting,62,0.10931454827161094,0.8518518206929825,0.3976836830481425,-0.1443961454559666,0.34953917853166433,0.9903863843384291
Study4,slope_miss_overall,PHQ4_Anxiety,63,-0.10835191268354848,-0.8512672410163564,0.3979503908505101,-0.34680663858897587,0.1432590254771931,0.9903863843384291
Study4,slope_miss_acc,SPANE_Neg,58,0.11236291146685365,0.8462058572717015,0.4010394662285436,-0.15029485061224618,0.3602045191105427,0.9903863843384291
Study4,c_bias,PHQ4_Anxiety,63,-0.10657490049972243,-0.8371443898362655,0.4057792629426258,-0.3452241065491259,0.14501944826833751,0.9903863843384291
Study4,thresh_salience_diff,MAIA_EmoAware,62,-0.1070684575194069,-0.8341436546434875,0.40750880475702866,-0.34754257377117176,0.1466207199033081,0.9903863843384291
Study4,conf_acc_r,MAIA_SelfReg,62,0.10556878359284687,0.822327444671715,0.41414665115969773,-0.14810460053753277,0.346208261933843,0.9903863843384291
Study4,conf_acc_r,MAIA_Trusting,62,-0.10495045081164547,-0.8174571425094529,0.4169015600175642,-0.34565782623872865,0.14871608919048374,0.9903863843384291
Study4,FA_corr,MAIA_BodyListen,63,0.10408142494363798,0.81734107510824,0.4169145245854471,-0.1474869630043761,0.3430012319894929,0.9903863843384291
Study4,slope_hit_dec,MAIA_Noticing,63,0.10372748648150786,0.8145313490578241,0.4185092433129304,-0.1478369628181468,0.3426854871868696,0.9903863843384291
Study4,mean_threshold,MAIA_EmoAware,63,0.10250285517180566,0.8048120698157158,0.42405393225659027,-0.14904748037419988,0.3415925896934683,0.9903863843384291
Study4,slope_miss_dec,PHQ4_Anxiety,62,-0.10192561492911904,-0.7936457069339583,0.4305292975615417,-0.342962748243949,0.15170465104764555,0.9903863843384291
Study4,arousal_conf_r,BARQ_total,61,0.10217225300697402,0.788928649873212,0.43331254873071046,-0.15360048709437174,0.34511353404832057,0.9903863843384291
Study4,slope_hit_dec,MAIA_SelfReg,63,0.09923815995931838,0.778919780328292,0.4390382928215527,-0.15227087035470122,0.33867591542425857,0.9903863843384291
Study4,slope_hit_dec,MAIA_AttentionReg,63,-0.09914375178442393,-0.778171411493086,0.43947597447778153,-0.338591502775065,0.15236400453596655,0.9903863843384291
Study4,slope_hit_acc,MAIA_NotDistracting,63,-0.09898557729082916,-0.7769176178236439,0.44020982760689376,-0.33845006646797593,0.15252003452897028,0.9903863843384291
Study4,slope_hit_dec,BARQ_total,63,0.09782910149327222,0.7677524409186648,0.445596096011981,-0.15366045022542774,0.33741564126150525,0.9903863843384291
Study4,dprime,MAIA_total,63,-0.09754042630700378,-0.7654651548400592,0.4469462845614537,-0.33715734161745087,0.15394501209769992,0.9903863843384291
Study4,FA_corr,MAIA_total,63,0.09732117734907625,0.763728090209556,0.44797326805901294,-0.1541611091210001,0.33696113879304557,0.9903863843384291
Study4,slope_hit_acc,SPANE_Pos,63,-0.09632145524666515,-0.7558089154546481,0.4526725988737652,-0.3360662375741709,0.15514615429594797,0.9903863843384291
Study4,slope_miss_overall,MAIA_Noticing,63,-0.09630319253637558,-0.7556642712081254,0.4527586970079587,-0.3360498856822561,0.15516414424169822,0.9903863843384291
Study4,slope_miss_overall,MAIA_NotWorrying,63,0.09610473913228572,0.7540925309681719,0.4536948714997876,-0.15535962287231034,0.3358721870409353,0.9903863843384291
Study4,slope_miss_overall,SPANE_Neg,63,-0.09567434065560809,-0.7506841099055543,0.45572886669429025,-0.335486742078181,0.15578350211126324,0.9903863843384291
Study4,thresh_salience_diff,MAIA_SelfReg,62,-0.09644878521476145,-0.7505883593438547,0.4558340133120322,-0.33807286673790105,0.157104028352001,0.9903863843384291
Study4,mean_threshold,SPANE_Neg,63,0.0956153358790197,0.7502168711485994,0.4560081033870903,-0.15584160592624738,0.3354338938710269,0.9903863843384291
Study4,mean_arousal_overall,PHQ4_Depression,63,-0.09526961454454931,-0.7474793816981347,0.45764609402793965,-0.3351242148307065,0.15618201337428692,0.9903863843384291
Study4,Awareness,MAIA_EmoAware,62,-0.094918901694481,-0.7385733032096503,0.46304549102920767,-0.3367046047333704,0.15860957290287286,0.9903863843384291
Study4,dprime,MAIA_Trusting,63,-0.09285797158299985,-0.7283910546286484,0.4691613303009655,-0.3329625489150336,0.15855492787990702,0.9903863843384291
Study4,mean_threshold,MAIA_AttentionReg,63,0.09215907600772867,0.722861678242293,0.47252741585315716,-0.15924205756434456,0.33233562481963014,0.9903863843384291
Study4,arousal_salience_diff,MAIA_EmoAware,63,0.09100072691339854,0.7136996619435936,0.47813480498780614,-0.16038036973745176,0.33129609361845225,0.9903863843384291
Study4,c_bias,SPANE_Neg,63,-0.09089679372469425,-0.7128777409088659,0.47863965752881454,-0.33120279286930293,0.16048247242919314,0.9903863843384291
Study4,arousal_conf_r,MAIA_Noticing,61,0.0918471894969776,0.7084863403303421,0.48143323985008546,-0.1637611864254838,0.33589891341249434,0.9903863843384291
Study4,slope_miss_overall,MAIA_AttentionReg,63,0.08961920977836167,0.7027763037662106,0.48486862017103616,-0.16173711589171388,0.33005552263253407,0.9903863843384291
Study4,H_corr,MAIA_Noticing,63,0.08909820091581262,0.6986578644523528,0.4874210772593107,-0.16224853628874616,0.3295874527427834,0.9903863843384291
Study4,miss_rate,MAIA_Noticing,63,-0.08896001355334035,-0.6975656264978491,0.48809925125623677,-0.32946328656352314,0.16238415784565685,0.9903863843384291
Study4,slope_miss_acc,MAIA_BodyListen,58,0.09198731479568902,0.6913010244477802,0.4922323796629394,-0.17035611014304283,0.34215354379603946,0.9903863843384291
Study4,arousal_conf_r,MAIA_BodyListen,61,0.08937991144129744,0.6892989726902236,0.4933372300189872,-0.16618118639689672,0.3336900497835229,0.9903863843384291
Study4,arousal_salience_diff,MAIA_SelfReg,63,-0.08714922041907348,-0.683256778986505,0.49703164864443006,-0.3278354565033684,0.16416045180906974,0.9903863843384291
Study4,Awareness,MAIA_SelfReg,62,0.08761926378409382,0.6813162161235622,0.4982927349303514,-0.16577688413962677,0.33016203347117085,0.9903863843384291
Study4,mean_threshold,MAIA_BodyListen,63,0.08666090662137728,0.6793993085421975,0.49945488978251285,-0.16463918341840966,0.32739623727588074,0.9903863843384291
Study4,conf_acc_r,MAIA_NotDistracting,62,0.08706648723060584,0.676984958524766,0.5010173573556548,-0.1663185518859536,0.32966563594998904,0.9903863843384291
Study4,slope_miss_overall,MAIA_SelfReg,63,0.08632000511806948,0.6767066248922488,0.5011502213533816,-0.16497332524218183,0.3270895479836375,0.9903863843384291
Study4,FA_corr,SPANE_Neg,63,0.08532210090569246,0.6688258373476268,0.5061299177836867,-0.16595111071957003,0.3261914998657506,0.9903863843384291
Study4,slope_miss_overall,MAIA_EmoAware,63,0.08488958798056163,0.6654107675473251,0.5082960817908767,-0.16637475033450108,0.3258021315918517,0.9903863843384291
Study4,arousal_conf_r,MAIA_total,61,-0.08556151361022954,-0.6596293900827171,0.5120584110151737,-0.3302662812844876,0.16992035720093007,0.9903863843384291
Study4,conf_acc_r,BARQ_total,62,0.08329638247871572,0.6474610493358917,0.5198033077108716,-0.17000881758758252,0.3262764724261662,0.9903863843384291
Study4,dprime,SPANE_Neg,63,-0.0825788627848833,-0.6471719306728598,0.519948753607162,-0.32372052364438825,0.16863649889861698,0.9903863843384291
Study4,thresh_salience_diff,MAIA_BodyListen,62,-0.08310752810298627,-0.645982866998931,0.5207535700891741,-0.3261065359291352,0.1701934859537153,0.9903863843384291
Study4,arousal_conf_r,MAIA_EmoAware,61,0.08375962151080737,0.6456386420529385,0.521016582061459,-0.17168231114722396,0.3286483743218862,0.9903863843384291
Study4,mean_threshold,PHQ4_Anxiety,63,-0.08223725753660836,-0.6444764976360291,0.5216827474307502,-0.32341259167360775,0.16897063940411747,0.9903863843384291
Study4,mean_threshold,SPANE_Pos,63,-0.0819264024030254,-0.6420238968679401,0.5232631700830788,-0.3231323342691966,0.1692746515728863,0.9903863843384291
Study4,arousal_salience_diff,MAIA_NotDistracting,63,0.08173202854088006,0.6404904119090546,0.5242526048726857,-0.16946472232638485,0.3229570712868702,0.9903863843384291
Study4,thresh_salience_diff,SPANE_Neg,62,-0.0802290545278402,-0.6234613405845487,0.5353443894710833,-0.3235144587997884,0.17300595689063206,0.9903863843384291
Study4,H_corr,MAIA_AttentionReg,63,-0.07920124502041638,-0.6205308043416164,0.5372199771356017,-0.32067360382418686,0.17193777418079417,0.9903863843384291
Study4,miss_rate,MAIA_AttentionReg,63,0.07913611830832196,0.6200173285786859,0.5375557395303072,-0.17200137348593425,0.32061480442978085,0.9903863843384291
Study4,slope_hit_dec,MAIA_EmoAware,63,-0.07801203903553128,-0.6111560513855903,0.5433671045069729,-0.3195996405496246,0.1730987600871441,0.9903863843384291
Study4,slope_hit_acc,BARQ_total,63,0.0773511207869995,0.6059470356149488,0.5467981556397762,-0.1737436930708763,0.3190025016288387,0.9903863843384291
Study4,slope_miss_overall,PHQ4_Depression,63,-0.07625925659197032,-0.5973432839341211,0.5524892073060244,-0.31801558304264604,0.17480867733427824,0.9903863843384291
Study4,arousal_conf_r,MAIA_NotDistracting,61,-0.07573310179143604,-0.5833924230221627,0.5618527238254839,-0.3214239121146219,0.17951112358229335,0.9903863843384291
Study4,Awareness,SPANE_Pos,62,0.07454244168971558,0.5790141794359465,0.5647471035506836,-0.1785500653514306,0.3183828862130058,0.9903863843384291
Study4,slope_miss_dec,BARQ_total,62,0.0739373598267996,0.5742882179928964,0.5679196828054454,-0.1791390396119166,0.317836020697995,0.9903863843384291
Study4,Awareness,MAIA_AttentionReg,62,-0.07358114991246839,-0.571506356949938,0.5697912497636,-0.3175140066741457,0.17948568222012484,0.9903863843384291
Study4,conf_acc_r,SPANE_Neg,62,0.07267085009627587,0.564398265589855,0.5745870506934831,-0.18037124723619016,0.31669083929844005,0.9903863843384291
Study4,mean_threshold,MAIA_Noticing,63,-0.0719662796778395,-0.5635358239308068,0.5751359320425691,-0.3141301434800616,0.17899028009456128,0.9903863843384291
Study4,conf_acc_r,MAIA_EmoAware,62,-0.07193296993254833,-0.5586375573781645,0.5784880884919117,-0.31602331800750944,0.18108877670137746,0.9903863843384291
Study4,slope_hit_overall,MAIA_NotWorrying,63,-0.07067214228696143,-0.5533506754462967,0.5820458395160756,-0.3129572665794872,0.18024906715451652,0.9903863843384291
Study4,arousal_conf_r,BIPS_total,61,-0.070750457414861,-0.5448098432729737,0.5879378061090885,-0.31692472839131847,0.18435482690750324,0.9903863843384291
Study4,arousal_salience_diff,PHQ4_Anxiety,63,0.0689427879831683,0.5397446476816261,0.591338109282541,-0.18192990085428393,0.31138879814852405,0.9903863843384291
Study4,thresh_salience_diff,MAIA_Trusting,62,0.06941030436409701,0.538949746639931,0.5919157465386231,-0.18353983428333706,0.31373936859045143,0.9903863843384291
Study4,c_bias,MAIA_BodyListen,63,-0.06816465820521839,-0.5336241642396384,0.5955407747963346,-0.31068262843247807,0.1826857206609294,0.9903863843384291
Study4,Awareness,BARQ_total,62,0.06869842262224789,0.533395855779433,0.5957300294036578,-0.18423094011210878,0.3130943392626328,0.9903863843384291
Study4,thresh_salience_diff,BARQ_total,62,0.068639927191158,0.5329395282379749,0.5960439347370974,-0.18428771726570223,0.31304132707802745,0.9903863843384291
Study4,dprime,MAIA_EmoAware,63,-0.06760868904401211,-0.529251714648332,0.5985516669492654,-0.31017791028412445,0.18322556793469177,0.9903863843384291
Study4,thresh_direction_diff,SPANE_Pos,63,-0.06744736026786266,-0.5279830286456915,0.59942661373944806,-0.3100314277090739,0.1833821902165329,0.9903863843384291
Study4,slope_hit_dec,MAIA_total,63,-0.06689233889464652,-0.5236186697168517,0.6024410090668183,-0.30952739391877904,0.1839209225327725,0.9903863843384291
Study4,dprime,MAIA_AttentionReg,63,-0.0667882158370677,-0.522799962257481,0.6030072562341542,-0.3094328210369131,0.18402197294919811,0.9903863843384291
Study4,slope_hit_acc,PHQ4_Depression,63,-0.06478067361224855,-0.5070182135750346,0.6139700820704621,-0.30760847182377393,0.18596923721445827,0.9903863843384291
Study4,FA_corr,PHQ4_Anxiety,63,0.064536426568581,0.5050985574171806,0.6153096969790038,-0.18620601623235794,0.30738639101964194,0.9903863843384291
Study4,mean_threshold,MAIA_total,63,0.06306742165912292,0.4935548446722139,0.6233929812009043,-0.18762949118101888,0.3060501449847257,0.9903863843384291
Study4,c_bias,MAIA_SelfReg,63,-0.06255847558100273,-0.4895562072209762,0.6262039023075211,-0.3055869706474869,0.18812241762271545,0.9903863843384291
Study4,arousal_salience_diff,MAIA_BodyListen,63,0.062128482341958745,0.48617817760536985,0.6285829015846163,-0.18853877795450485,0.30519555892046785,0.9903863843384291
Study4,Awareness,SPANE_Neg,62,0.061948392055719365,0.4807735773989734,0.6324259425229851,-0.19077156925896158,0.3069669750116156,0.9903863843384291
Study4,thresh_direction_diff,SPANE_Neg,63,0.06023162182608492,0.47127964711241715,0.6391222419329909,-0.1903744236980505,0.30346791503379866,0.9903863843384291
Study4,miss_rate,MAIA_BodyListen,63,0.059802466308522734,0.4679096433375176,0.6415167048283505,-0.190789486726675,0.30307682198800606,0.9903863843384291
Study4,dprime,MAIA_Noticing,63,-0.05972053487770091,-0.46726629496782335,0.6419742538815909,-0.30300214786658297,0.19086871753112306,0.9903863843384291
