study,task_feature,questionnaire,n,r,t,p,ci_lower,ci_upper,p_bh
Study4,H_corr,MAIA_BodyListen,63,-0.05942131159786824,-0.46491679100973377,0.6436464023489825,-0.30272940375837604,0.1911580500693054,0.9903863843384291
Study4,mean_arousal_overall,SPANE_Pos,63,0.058138102851344395,0.45484244220282943,0.6508372376591238,-0.19239834912120163,0.30155929795314085,0.9903863843384291
Study4,slope_hit_dec,SPANE_Pos,63,0.05671080372285778,0.44363950881041564,0.658872890671233,-0.1937769805824535,0.30025694006233533,0.9903863843384291
Study4,mean_threshold,MAIA_NotDistracting,63,0.05636149135199697,0.44089815903260127,0.660845417780326,-0.19411423157118735,0.2999380670191558,0.9903863843384291
Study4,slope_miss_dec,MAIA_NotWorrying,62,0.05671721266948389,0.4400379767043533,0.661490712631855,-0.19582507869899457,0.30220434144479014,0.9903863843384291
Study4,slope_miss_dec,SPANE_Neg,62,-0.05642536073535089,-0.43776640544814993,0.6631275202569296,-0.30193826863037587,0.19610662378719124,0.9903863843384291
Study4,dprime,BIPS_total,63,-0.055878081954070485,-0.4371047041105678,0.6635789667393337,-0.2994966924566336,0.19458085171547093,0.9903863843384291
Study4,c_bias,SPANE_Pos,63,0.05582248779680816,0.4366684603212009,0.6638936176144434,-0.1946345077694017,0.2994459257996795,0.9903863843384291
Study4,slope_miss_overall,MAIA_BodyListen,63,0.05580522365641041,0.4365329905470845,0.6639913406689276,-0.19465116974860291,0.2994301605045139,0.9903863843384291
Study4,slope_hit_acc,BIPS_total,63,0.055687952808344536,0.4356127897393712,0.6646552955559522,-0.1947643464457054,0.2993230674040611,0.9903863843384291
Study4,conf_acc_r,SPANE_Pos,62,0.055782376761061035,0.43276226445707455,0.6667391261145117,-0.1967267536971709,0.30135194408449145,0.9903863843384291
Study4,thresh_direction_diff,MAIA_BodyListen,63,0.055093335212693224,0.43094722231939314,0.6680257956637906,-0.1953381021783949,0.2987799612225349,0.9903863843384291
Study4,c_bias,MAIA_total,63,-0.05438978221946239,-0.42542750513905137,0.6720222228852726,-0.2981371527205787,0.19601675002931573,0.9903863843384291
Study4,conf_acc_r,MAIA_AttentionReg,62,-0.05442771755475925,-0.4222211401486677,0.6743727774988808,-0.30011604869708275,0.19803260236569567,0.9903863843384291
Study4,Awareness,PHQ4_Depression,62,0.05380770187666092,0.4173973432733596,0.677877619625973,-0.1986299790914984,0.29955011489155314,0.9903863843384291
Study4,thresh_salience_diff,PHQ4_Depression,62,-0.05329290611140003,-0.41339253816429833,0.6807928475391369,-0.2990800915848726,0.19912583537105805,0.9903863843384291
Study4,conf_acc_r,PHQ4_Depression,62,0.05244682854756892,0.4068112740814587,0.6855941814831835,-0.1999405048149242,0.2983073393118425,0.9903863843384291
Study4,Awareness,MAIA_Noticing,62,0.05225097175357948,0.40528791623179594,0.6867074072992806,-0.20012904127934694,0.2981284104888494,0.9903863843384291
Study4,slope_hit_overall,MAIA_SelfReg,63,-0.04962542502466484,-0.38806509488985336,0.699318854002462,-0.29377832263514697,0.20060614970436086,0.9903863843384291
Study4,Awareness,MAIA_BodyListen,62,-0.050005891640814426,-0.38782917531161293,0.6995149798340833,-0.29607613840586544,0.2022888751771569,0.9903863843384291
Study4,arousal_salience_diff,PHQ4_Depression,63,-0.0494125359803511,-0.3863962436968037,0.7005477749233695,-0.2935833167558918,0.20081096497584927,0.9903863843384291
Study4,dprime,MAIA_NotWorrying,63,0.0493772760682858,0.38611984403387706,0.70075138980215,-0.20084488555157884,0.29355101679505824,0.9903863843384291
Study4,thresh_salience_diff,MAIA_AttentionReg,62,-0.049087649829890175,-0.3806902323086392,0.7047776527785543,-0.2952361002649526,0.20317154451619138,0.9903863843384291
Study4,FA_corr,MAIA_SelfReg,63,0.048562054238598676,0.37972978594321505,0.7054648589411896,-0.20162897417347966,0.2928040746090965,0.9903863843384291
Study4,conf_acc_r,MAIA_Noticing,62,0.04891679739104812,0.37936203393552353,0.7057583812053028,-0.2033357329441112,0.29507975676881315,0.9903863843384291
Study4,c_bias,MAIA_EmoAware,63,0.04675221513363313,0.36554619151800416,0.7159682866603194,-0.20336855034531331,0.29114475404409795,0.9903863843384291
Study4,arousal_salience_diff,MAIA_NotWorrying,63,-0.04674810095616081,-0.3655139531332816,0.7159922240400267,-0.2911409803537689,0.20337250300100435,0.9903863843384291
Study4,slope_miss_acc,PHQ4_Anxiety,58,0.04793730606753289,0.359142840525775,0.7208388848278686,-0.21299578336917369,0.30248767742854094,0.9903863843384291
Study4,mean_threshold,PHQ4_Depression,63,0.045280098828107594,0.3540119765458534,0.7245506699854598,-0.20478235140732906,0.2897939836261083,0.9903863843384291
Study4,slope_miss_acc,MAIA_total,58,-0.04708399945863467,-0.35273559598530496,0.7256108952118514,-0.3017104925747952,0.21381207191089516,0.9903863843384291
Study4,FA_corr,SPANE_Pos,63,-0.0449520174913852,-0.35144173592381434,0.7264680241934325,-0.28949281309529246,0.20509729427217505,0.9903863843384291
Study4,miss_rate,MAIA_NotDistracting,63,0.044276819663226864,0.3461524879154648,0.7304192275200638,-0.20574528996268016,0.28887284583354017,0.9903863843384291
Study4,H_corr,MAIA_NotDistracting,63,-0.04418446610653067,-0.34542906170500925,0.7309602185823979,-0.28878803076171256,0.2058339057689914,0.9903863843384291
Study4,miss_rate,SPANE_Pos,63,0.04396575461941576,0.34371588072100245,0.732241912506699,-0.20604374917173857,0.2885871565840723,0.9903863843384291
Study4,H_corr,SPANE_Pos,63,-0.043855143207277646,-0.3428494733663332,0.7328903956271893,-0.2884855580342781,0.2061498668736775,0.9903863843384291
Study4,thresh_direction_diff,PHQ4_Anxiety,63,-0.04330143836249484,-0.3385125518217323,0.7361393963264111,-0.2879768874619938,0.20668098846815117,0.9903863843384291
Study4,miss_rate,MAIA_SelfReg,63,-0.04307010854699847,-0.3367007419889913,0.7374981492034005,-0.287764331410666,0.20690283970575107,0.9903863843384291
Study4,thresh_salience_diff,BIPS_total,62,0.04342135276281859,0.3366578716862204,0.7375495222651395,-0.2086092745213439,0.2900439495803618,0.9903863843384291
Study4,H_corr,MAIA_SelfReg,63,0.04274608406070323,0.3341630247382386,0.7394027041002262,-0.20721354429886377,0.28746656286461714,0.9903863843384291
Study4,FA_corr,MAIA_AttentionReg,63,0.0414524846516741,0.32403276863855923,0.7470216769609676,-0.20845346453548175,0.28627731315086685,0.9903863843384291
Study4,arousal_conf_r,SPANE_Neg,61,-0.04131682659994702,-0.317631794221818,0.7518856874651024,-0.29011904123723703,0.21271711352556832,0.9903863843384291
Study4,H_corr,MAIA_total,63,-0.04013940231613109,-0.3137516096645452,0.7547801290710541,-0.2850693801622912,0.20971123821377466,0.9903863843384291
Study4,slope_miss_acc,BARQ_total,58,-0.04176678076782443,-0.3128269443324051,0.7555741969562841,-0.2968599758984936,0.21889042406124054,0.9903863843384291
Study4,miss_rate,MAIA_total,63,0.039939583521049954,0.31218721451940895,0.7559629139987986,-0.20990256793024542,0.2848854942805896,0.9903863843384291
Study4,thresh_direction_diff,BIPS_total,63,-0.03894138034818894,-0.3043727709692227,0.7618798705616361,-0.28396661458151107,0.21085807708398918,0.9903863843384291
Study4,mean_threshold,MAIA_NotWorrying,63,-0.03888012779208296,-0.3038932846777893,0.7622433979893107,-0.28391021487737533,0.2109166942743542,0.9903863843384291
Study4,slope_miss_dec,PHQ4_Depression,62,-0.03816492607546829,-0.2958397791403152,0.7683739273862057,-0.28521435573324205,0.21363977319415042,0.9903863843384291
Study4,slope_hit_dec,MAIA_BodyListen,63,0.03776108851906553,0.2951340202004858,0.7688937077167304,-0.2119872712239682,0.2828795351238219,0.9903863843384291
Study4,Awareness,MAIA_total,62,-0.037802883624795315,-0.2930293302475357,0.7705108133452945,-0.28488124944897336,0.21398576373506925,0.9903863843384291
Study4,mean_Confidence,PHQ4_Anxiety,63,-0.03716966816754162,-0.2905051367787384,0.7724151880562519,-0.282334584675393,0.21255283687337512,0.9903863843384291
Study4,slope_hit_dec,MAIA_Trusting,63,-0.036338963131839146,-0.2840039534535663,0.777369148981429,-0.28156888365584887,0.21334694412033414,0.9903863843384291
Study4,mean_arousal_overall,PHQ4_Anxiety,63,-0.03555527471649791,-0.2778712676868457,0.7820508327346402,-0.2808462337146465,0.21409580380443213,0.9903863843384291
Study4,slope_miss_acc,MAIA_Noticing,58,-0.03704687472490424,-0.27742386840652483,0.7824762433856653,-0.2925432878975397,0.223386496981985,0.9903863843384291
Study4,miss_rate,MAIA_Trusting,63,-0.03543519784341854,-0.2769316621553814,0.7827688464596427,-0.28073548458920144,0.2142105182929435,0.9903863843384291
Study4,H_corr,MAIA_Trusting,63,0.03485173435124054,0.27236621109042863,0.7862602937431583,-0.2147678275039755,0.2801972523955178,0.9903863843384291
Study4,mean_arousal_overall,BIPS_total,63,-0.034718387090841504,-0.271322842549141,0.7870588356445004,-0.2800742208306435,0.2148951745350332,0.9903863843384291
Study4,FA_corr,MAIA_NotWorrying,63,-0.034633396773126844,-0.2706578479059931,0.7875679089719831,-0.27999580112706307,0.21497633611292963,0.9903863843384291
Study4,slope_hit_dec,PHQ4_Anxiety,63,-0.034581712139621905,-0.27025345172380777,0.7878775318675029,-0.27994811063909775,0.2150256907128835,0.9903863843384291
Study4,slope_miss_acc,MAIA_Trusting,58,0.035252300609434635,0.26396813280079595,0.7927734734961263,-0.22509306372900245,0.29089928613049604,0.9903863843384291
Study4,arousal_salience_diff,BARQ_total,63,-0.03373454438408288,-0.2636252623868348,0.7929572164484344,-0.27916623865919854,0.21583448498546673,0.9903863843384291
Study4,H_corr,PHQ4_Depression,63,0.03337826661967281,0.26083793744685724,0.795096061149825,-0.21617452245401478,0.27883732389851323,0.9903863843384291
Study4,dprime,MAIA_SelfReg,63,-0.033210098036418736,-0.2595223118641438,0.79610615176238,-0.27868205106494526,0.2163350043392029,0.9903863843384291
Study4,mean_arousal_overall,BARQ_total,63,0.03315908075778044,0.2591231950903479,0.7964126487624399,-0.2163836870395292,0.27863494343074136,0.9903863843384291
Study4,slope_hit_dec,BIPS_total,63,0.033151667430096954,0.25906519954658563,0.7964571884326774,-0.2163907610260611,0.27862809811573,0.9903863843384291
Study4,arousal_salience_diff,MAIA_Noticing,63,-0.03295391181913447,-0.25751814432876025,0.7976455529805673,-0.27844548542594555,0.21657945480712554,0.9903863843384291
Study4,miss_rate,PHQ4_Depression,63,-0.032865601618399215,-0.2568272975808348,0.7981763797099557,-0.2783639317497436,0.21666371231486029,0.9903863843384291
Study4,miss_rate,BARQ_total,63,0.03222799201425091,0.25183948387962385,0.8020116949736686,-0.217271950721881,0.27777499994837873,0.9903863843384291
Study4,H_corr,BARQ_total,63,-0.03195569353012338,-0.24970947505915345,0.8036510345784929,-0.2775234336215656,0.21753164687243834,0.9903863843384291
Study4,arousal_conf_r,SPANE_Pos,61,-0.03227202277668451,-0.24801529608478484,0.8049837470957723,-0.2818026182258952,0.221347555706899,0.9903863843384291
Study4,slope_miss_acc,MAIA_EmoAware,58,0.032671118171370445,0.24461884945696394,0.8076456813943428,-0.22754486499355348,0.28853202559049823,0.9903863843384291
Study4,thresh_salience_diff,PHQ4_Anxiety,62,-0.030667216351492443,-0.2376590192546733,0.8129552595317606,-0.27830369747146144,0.22079218727592695,0.9903863843384291
Study4,thresh_direction_diff,MAIA_Noticing,63,-0.030078296481671492,-0.23502534357912325,0.8149762446566227,-0.2757880601363604,0.2193211946853468,0.9903863843384291
Study4,conf_acc_r,BIPS_total,62,0.029581637545750435,0.22923870141977618,0.8194630250253623,-0.22182553475282152,0.277300987360108,0.9903863843384291
Study4,conf_acc_r,MAIA_BodyListen,62,0.029452051727667385,0.2282336207672062,0.8202406782306949,-0.22194884798827194,0.27718125753623984,0.9903863843384291
Study4,slope_miss_acc,BIPS_total,58,-0.029508957045031356,-0.22092102179856965,0.8259574544405933,-0.28562766672775064,0.23054403342865176,0.9903863843384291
Study4,arousal_salience_diff,MAIA_total,63,0.024774312568701884,0.1935529739992944,0.8471689881180484,-0.22436793741855143,0.2708766480973873,0.9903863843384291
Study4,FA_corr,MAIA_EmoAware,63,0.024590450831069446,0.19211565465104888,0.8482897387036981,-0.22454264260307222,0.27070616470885844,0.9903863843384291
Study4,thresh_salience_diff,MAIA_total,62,0.023582886505516685,0.1827230713991223,0.8556313248333971,-0.22752549944740696,0.2717504099483676,0.9903863843384291
Study4,c_bias,MAIA_NotWorrying,63,0.023309905679846647,0.18210566371490447,0.856103629387543,-0.22575897089953878,0.269518367648494,0.9903863843384291
Study4,arousal_salience_diff,SPANE_Pos,63,-0.023196021310465494,-0.18121547646522668,0.8567992302541659,-0.2694126954767166,0.22586710659984555,0.9903863843384291
Study4,slope_miss_dec,MAIA_Noticing,62,0.02281387320643333,0.17676150774835336,0.8602910434851592,-0.22825496741019052,0.2710376545368868,0.9903863843384291
Study4,dprime,SPANE_Pos,63,0.022174412831577364,0.17323029493293451,0.8630439612380953,-0.22683687178730877,0.26846448991491834,0.9903863843384291
Study4,H_corr,SPANE_Neg,63,0.020865186654080093,0.16299780220206006,0.8710589620675476,-0.228078937576806,0.2672486339404373,0.9903863843384291
Study4,miss_rate,SPANE_Neg,63,-0.020177847908588658,-0.15762612174209212,0.8752720346406709,-0.2666100000025153,0.22873069318405395,0.9903863843384291
Study4,Awareness,MAIA_NotWorrying,62,-0.02018447647368542,-0.1563801413726083,0.8762583819928758,-0.2685985555631522,0.2307470235977729,0.9903863843384291
Study4,c_bias,MAIA_NotDistracting,63,0.017912579833034598,0.13992417070740062,0.8891808935043195,-0.23087711123442634,0.2645037158371003,0.9903863843384291
Study4,slope_hit_dec,SPANE_Neg,63,-0.016751515381704263,-0.13085187825561703,0.8963230747856878,-0.2634232259877089,0.23197632120135064,0.9903863843384291
Study4,slope_miss_acc,MAIA_SelfReg,58,0.017333047146210267,0.12972813664918062,0.8972463750155512,-0.24204638217417723,0.27440031730213627,0.9903863843384291
Study4,slope_miss_dec,BIPS_total,62,0.01638464486497344,0.1269319523941477,0.8994186889208656,-0.2343425727813683,0.2650680926326296,0.9903863843384291
Study4,miss_rate,MAIA_NotWorrying,63,-0.016205038603211937,-0.12658201901652527,0.8996875496286924,-0.26291445886554615,0.2324934652427303,0.9903863843384291
Study4,dprime,PHQ4_Depression,63,0.015993672985872495,0.12493055874343281,0.9009893319716126,-0.23269344787342158,0.2627176417397939,0.9903863843384291
Study4,H_corr,MAIA_NotWorrying,63,0.01588550482579161,0.12408541633681561,0.901655630889855,-0.23279578255843084,0.262616910951656,0.9903863843384291
Study4,thresh_salience_diff,MAIA_Noticing,62,0.015528823495003171,0.12030025530321513,0.9046472403224173,-0.23515143906801722,0.2642720190697316,0.9903863843384291
Study4,slope_miss_overall,BIPS_total,63,0.015176904106097145,0.11854906436420147,0.9060221507236448,-0.2334660324868108,0.2619568988064837,0.9903863843384291
Study4,mean_threshold,MAIA_Trusting,63,0.014896176965820265,0.11635577148102959,0.9077528135412005,-0.23373150082221517,0.26169535719819725,0.9903863843384291
Study4,arousal_conf_r,MAIA_SelfReg,61,-0.015059501049441251,-0.11568734147827,0.9082931943244186,-0.26587197516971517,0.23766252427589474,0.9903863843384291
Study4,mean_threshold,MAIA_SelfReg,63,-0.014411840420214359,-0.11257176322031882,0.9107397135147297,-0.26124403608481983,0.23418942433011714,0.9903863843384291
Study4,slope_miss_overall,BARQ_total,63,0.01390331587378453,0.1085988650038796,0.9138771043068791,-0.23467009807702321,0.26077005960954236,0.9903863843384291
Study4,slope_hit_acc,PHQ4_Anxiety,63,-0.013840848644543912,-0.10811083948394525,0.9142625930959132,-0.2607118280615765,0.234729135727907,0.9903863843384291
Study4,dprime,PHQ4_Anxiety,63,-0.013306672917891704,-0.10393764024309006,0.9175598157802036,-0.26021379952703977,0.2352339092398996,0.9903863843384291
Study4,slope_hit_acc,MAIA_Trusting,63,-0.012643377687684745,-0.09875583010965572,0.9216559532803487,-0.25959520598572333,0.23586050868569505,0.9903863843384291
Study4,conf_acc_r,MAIA_NotWorrying,62,0.011681749592931145,0.09049261792607355,0.9281971828244839,-0.2387831577965133,0.2606893313163853,0.9903863843384291
Study4,FA_corr,PHQ4_Depression,63,-0.011347290331290977,-0.08863087691615326,0.9296656132041684,-0.25838588114322064,0.23708429593748329,0.9903863843384291
Study4,c_bias,PHQ4_Depression,63,-0.011334965093627119,-0.08853459515746932,0.9297418162806734,-0.2583743772623692,0.23709592984868588,0.9903863843384291
Study4,c_bias,MAIA_AttentionReg,63,0.011026939235677206,0.08612838507198646,0.931646445760916,-0.23738665529881817,0.2580868555647976,0.9903863843384291
Study4,slope_miss_acc,MAIA_AttentionReg,58,0.011312431669219383,0.08465990421930583,0.9328337117150868,-0.24770713187992754,0.2688227191137741,0.9903863843384291
Study4,slope_hit_overall,MAIA_NotDistracting,63,-0.010475006897899186,-0.08181690806417384,0.9350601805347287,-0.2575715538675238,0.23790747683133448,0.9903863843384291
Study4,arousal_salience_diff,MAIA_AttentionReg,63,0.010143290427096123,0.07922570649720638,0.9371124311891695,-0.23822042671458463,0.25726178511737524,0.9903863843384291
Study4,mean_threshold,BARQ_total,63,-0.010129018183918051,-0.07911421953346127,0.9372007393904201,-0.2572484560446127,0.23823389036013898,0.9903863843384291
Study4,slope_hit_overall,MAIA_AttentionReg,63,-0.010070022597597263,-0.07865337876726386,0.9375657771737129,-0.25719335813937877,0.23828954252346787,0.9903863843384291
Study4,Awareness,BIPS_total,62,0.009247200387129251,0.07163156889559993,0.9431333559883424,-0.24107780927306913,0.2584185449856896,0.9924413686719482
Study4,slope_hit_acc,MAIA_SelfReg,63,-0.008623928108480207,-0.06735753652280681,0.9465173687419466,-0.2558423006975695,0.23965317354062757,0.9924413686719482
Study4,arousal_salience_diff,MAIA_Trusting,63,-0.007466534519077001,-0.05831712439512338,0.9536866486703612,-0.25476027456129435,0.2407438615020154,0.9924413686719482
Study4,arousal_conf_r,MAIA_AttentionReg,61,0.007558095721003558,0.05805649306614741,0.9538998143791104,-0.24472843129062402,0.25888610062241496,0.9924413686719482
Study4,slope_hit_acc,SPANE_Neg,63,-0.006417650028665819,-0.05012448128635289,0.9601869608091461,-0.25377915642712784,0.24173175303993186,0.9924413686719482
Study4,slope_hit_overall,PHQ4_Depression,63,-0.004832365047899788,-0.03774241822758897,0.9700163029588296,-0.25229532693871176,0.24322387756880173,0.9924413686719482
Study4,arousal_conf_r,PHQ4_Depression,61,0.004131400832269499,0.031734162763530915,0.9747911612465371,-0.24794729569159613,0.2556861310338739,0.9924413686719482
Study4,thresh_direction_diff,MAIA_AttentionReg,63,-0.0037247096724163293,-0.029091114309772476,0.9768868921659701,-0.25125786847786336,0.24426574449381006,0.9924413686719482
Study4,slope_hit_dec,MAIA_NotWorrying,63,-0.003567244123163768,-0.027861244527764877,0.9778637702814119,-0.25111033601276334,0.24441381101455256,0.9924413686719482
Study4,mean_threshold,BIPS_total,63,-0.0033732985909074153,-0.026346454126837025,0.9790670057168039,-0.2509286089505198,0.24459616415731683,0.9924413686719482
Study4,dprime,MAIA_NotDistracting,63,-0.0030783043756089307,-0.024042439664783727,0.9808972339633137,-0.25065216576157995,0.24487349253937085,0.9924413686719482
Study4,conf_acc_r,MAIA_total,62,0.002609020661427914,0.02020945592612998,0.9839433421840602,-0.24732034844481748,0.25221286874616966,0.9924413686719482
Study4,FA_corr,MAIA_NotDistracting,63,0.0023917491837076644,0.01868021171671999,0.9851571817829974,-0.2455187760699145,0.25000862895298626,0.9924413686719482
Study4,slope_hit_acc,MAIA_NotWorrying,63,-0.0017539990718033593,-0.013699191754977975,0.9891146754008281,-0.24941064312138195,0.2461179916322971,0.9924413686719482
Study4,thresh_salience_diff,SPANE_Pos,62,-0.0012813447002991167,-0.009925261517889302,0.992113845261638,-0.25096922742076067,0.24856640898704482,0.9924413686719482
Study4,thresh_direction_diff,BARQ_total,63,-0.0012179356271371877,-0.009512388392308434,0.9924413686719482,-0.24890785756539274,0.24662151817754951,0.9924413686719482
