n_miss_dir,k_miss_dir_correct,pct_miss_dir_correct,pct_hit_dir_correct,binom_p,binom_ci_lower,binom_ci_upper,b_Accuracy_3b,se_Accuracy_3b,t_Accuracy_3b,p_Accuracy_3b,wilcox_W,wilcox_p
1930,1716,88.91,91.04,6.566828003027705e-291,0.8742567403014382,0.902787079871071,0.06251368671509698,0.025639871546688755,2.4381435219463987,0.01479100562484555,3876379,9.116115762820374e-6
